"auto_ids","n","geoms"
18355,4,"1013.903,1004.841,-2.171,1013.875,1004.927,-2.149,1013.991,1004.972,-2.162,1013.903,1004.841,-2.171"
4154,5,"1014.397,1005.008,-1.336,1014.343,1004.979,-1.324,1014.382,1004.816,-1.372,1014.46,1004.839,-1.374,1014.397,1005.008,-1.336"
4155,6,"1014.762,1003.328,-1.013,1014.869,1003.26,-1.064,1014.764,1003.285,-1.017,1014.751,1003.258,-1.044,1014.84,1003.343,-1.059,1014.762,1003.328,-1.013"
18055,4,"1013.561,1004.157,-2.154,1013.623,1004.037,-2.144,1013.534,1004.063,-2.147,1013.561,1004.157,-2.154"
11975,5,"1013.541,1004.468,-1.226,1013.562,1004.513,-1.218,1013.623,1004.506,-1.226,1013.595,1004.474,-1.333,1013.541,1004.468,-1.226"
4156,4,"1012.931,1003.666,-0.658,1013.063,1003.613,-0.657,1013.043,1003.632,-0.752,1012.931,1003.666,-0.658"
16635,4,"1013.474,1003.653,-1.838,1013.629,1003.643,-1.957,1013.542,1003.501,-1.948,1013.474,1003.653,-1.838"
15392,6,"1013.873,1003.147,-1.67,1013.707,1003.353,-1.721,1013.866,1003.309,-1.671,1013.758,1003.229,-1.694,1013.746,1003.341,-1.803,1013.873,1003.147,-1.67"
16867,4,"1014.525,1002.365,-2.381,1014.48,1002.254,-2.425,1014.494,1002.293,-2.506,1014.525,1002.365,-2.381"
4157,5,"1014.171,1004.728,-1.268,1014.317,1004.691,-1.271,1014.341,1004.507,-1.194,1014.176,1004.583,-1.2,1014.171,1004.728,-1.268"
18145,5,"1014.214,1004.62,-2.136,1014.271,1004.827,-2.144,1014.125,1004.775,-2.16,1014.212,1004.717,-2.21,1014.214,1004.62,-2.136"
4158,5,"1013.803,1004.381,-0.943,1013.724,1004.272,-0.935,1013.93,1004.101,-1.014,1013.966,1004.204,-1.024,1013.803,1004.381,-0.943"
4159,2,"1014.684,1003.545,-0.859,1014.686,1003.68,-0.886"
17037,5,"1014.543,1002.519,-2.89,1014.474,1002.452,-2.924,1014.585,1002.333,-2.955,1014.532,1002.444,-2.999,1014.543,1002.519,-2.89"
4160,5,"1014.676,1003.41,-1.044,1014.647,1003.37,-1.054,1014.671,1003.345,-1.065,1014.693,1003.372,-1.056,1014.676,1003.41,-1.044"
15405,6,"1013.765,1003.066,-1.323,1013.79,1003.018,-1.477,1013.662,1003.201,-1.5,1013.561,1003.404,-1.218,1013.641,1003.217,-1.173,1013.765,1003.066,-1.323"
13407,6,"1013.894,1003.701,-1.477,1013.971,1003.648,-1.51,1014.045,1003.75,-1.581,1013.971,1003.819,-1.527,1013.949,1003.729,-1.586,1013.894,1003.701,-1.477"
17274,4,"1013.645,1003.643,-2.027,1013.697,1003.49,-2.085,1013.591,1003.555,-2.067,1013.645,1003.643,-2.027"
18172,2,"1014.031,1003.222,-3.097,1013.966,1003.054,-3.133"
4161,6,"1014.17,1004.604,-1.123,1014.11,1004.539,-1.051,1014.093,1004.401,-1.034,1014.216,1004.479,-1.099,1014.232,1004.551,-1.111,1014.17,1004.604,-1.123"
4162,2,"1014.094,1003.214,-0.897,1014.047,1003.3,-0.883"
4163,6,"1013.7,1004.178,-1.024,1013.712,1004.25,-0.979,1013.679,1004.306,-1.011,1013.617,1004.213,-0.991,1013.616,1004.144,-0.956,1013.7,1004.178,-1.024"
12334,4,"1013.73,1003.984,-1.423,1013.736,1004.117,-1.421,1013.661,1004.058,-1.427,1013.73,1003.984,-1.423"
11301,5,"1014.992,1003.584,-1.123,1014.963,1003.655,-1.134,1014.841,1003.659,-1.143,1014.907,1003.535,-1.133,1014.992,1003.584,-1.123"
4164,4,"1013.765,1003.318,-0.874,1013.813,1003.261,-0.898,1013.733,1003.255,-0.877,1013.765,1003.318,-0.874"
4165,2,"1013.547,1003.344,-0.741,1013.523,1003.221,-0.769"
17438,4,"1013.601,1002.422,-2.367,1013.554,1002.338,-2.407,1013.613,1002.304,-2.489,1013.601,1002.422,-2.367"
13232,4,"1014.95,1004.193,-1.794,1014.82,1004.327,-1.809,1014.875,1004.286,-1.87,1014.95,1004.193,-1.794"
16096,2,"1014.876,1002.791,-2.485,1014.86,1002.597,-2.553"
4166,5,"1014.054,1005.477,-1.394,1014.038,1005.582,-1.382,1014.124,1005.59,-1.364,1014.087,1005.457,-1.399,1014.054,1005.477,-1.394"
13201,4,"1013.446,1004.281,-1.406,1013.541,1004.262,-1.48,1013.55,1004.17,-1.567,1013.446,1004.281,-1.406"
18035,5,"1013.661,1004.373,-1.952,1013.573,1004.22,-2.004,1013.436,1004.329,-1.933,1013.506,1004.329,-2.006,1013.661,1004.373,-1.952"
16621,7,"1013.935,1003.176,-1.783,1014.255,1003.246,-1.758,1014.47,1003.057,-1.829,1014.465,1002.893,-2.156,1013.825,1002.922,-2.071,1014.106,1003.137,-2.015,1013.935,1003.176,-1.783"
4167,5,"1014.465,1003.197,-0.976,1014.434,1003.299,-0.953,1014.337,1003.275,-0.95,1014.401,1003.268,-1.027,1014.465,1003.197,-0.976"
14513,4,"1014.563,1003.246,-1.698,1014.296,1003.452,-1.713,1014.376,1003.272,-1.772,1014.563,1003.246,-1.698"
4168,4,"1013.796,1004.203,-1.125,1013.729,1004.142,-1.098,1013.758,1004.16,-1.144,1013.796,1004.203,-1.125"
17147,5,"1013.661,1002.05,-2.28,1013.617,1002.168,-2.315,1013.676,1002.173,-2.379,1013.738,1002.091,-2.397,1013.661,1002.05,-2.28"
11272,4,"1014.652,1002.552,-1.305,1014.747,1002.598,-1.319,1014.786,1002.54,-1.334,1014.652,1002.552,-1.305"
17774,5,"1013.765,1003.574,-2.314,1013.546,1003.683,-2.289,1013.477,1003.506,-2.281,1013.607,1003.566,-2.364,1013.765,1003.574,-2.314"
16372,5,"1014.989,1002.577,-2.92,1015.301,1002.521,-2.973,1015.072,1002.488,-2.948,1015.112,1002.511,-2.994,1014.989,1002.577,-2.92"
16564,4,"1014.984,1002.862,-3.252,1015.019,1002.735,-3.296,1015.014,1002.797,-3.382,1014.984,1002.862,-3.252"
15799,4,"1013.748,1003.914,-1.741,1013.663,1003.801,-1.729,1013.631,1003.899,-1.759,1013.748,1003.914,-1.741"
17008,4,"1013.738,1002.768,-2.188,1013.689,1002.936,-2.178,1013.71,1002.867,-2.298,1013.738,1002.768,-2.188"
14517,5,"1013.75,1003.421,-1.075,1013.687,1003.639,-1.007,1013.691,1003.827,-1.107,1013.754,1003.64,-1.312,1013.75,1003.421,-1.075"
17870,4,"1013.776,1003.158,-2.72,1013.768,1003.248,-2.76,1013.75,1003.191,-2.863,1013.776,1003.158,-2.72"
4169,4,"1012.756,1002.806,-1.078,1012.772,1002.716,-1.122,1012.696,1002.788,-1.083,1012.756,1002.806,-1.078"
4170,5,"1014.681,1002.802,-1.2,1014.688,1002.752,-1.193,1014.674,1002.738,-1.222,1014.639,1002.773,-1.217,1014.681,1002.802,-1.2"
16587,4,"1015.114,1002.835,-3.338,1014.994,1002.691,-3.379,1015.14,1002.675,-3.394,1015.114,1002.835,-3.338"
4171,2,"1014.072,1002.951,-0.99,1014.121,1003.017,-0.968"
11840,4,"1014.124,1004.145,-1.325,1014.177,1004.067,-1.353,1014.193,1004.18,-1.381,1014.124,1004.145,-1.325"
4172,2,"1013.257,1003.4,-0.795,1013.273,1003.532,-0.76"
4173,5,"1014.431,1002.92,-0.995,1014.367,1002.856,-0.96,1014.404,1002.807,-0.99,1014.456,1002.835,-1.015,1014.431,1002.92,-0.995"
13219,5,"1013.905,1002.088,-1.604,1013.958,1002.19,-1.543,1013.89,1002.226,-1.587,1013.935,1002.155,-1.643,1013.905,1002.088,-1.604"
4174,2,"1014.542,1003.362,-0.948,1014.582,1003.237,-0.987"
14599,5,"1013.889,1002.747,-1.746,1014.179,1002.824,-1.796,1014.159,1002.663,-1.767,1014.065,1002.754,-1.924,1013.889,1002.747,-1.746"
16643,5,"1013.974,1003.948,-1.774,1014.143,1003.872,-1.879,1014.153,1003.792,-1.968,1013.887,1003.87,-1.94,1013.974,1003.948,-1.774"
13922,4,"1013.483,1004.707,-1.469,1013.521,1004.529,-1.558,1013.503,1004.613,-1.559,1013.483,1004.707,-1.469"
4175,4,"1013.186,1003.235,-0.869,1013.224,1003.197,-0.854,1013.185,1003.126,-0.877,1013.186,1003.235,-0.869"
4176,2,"1014.679,1002.984,-1.104,1014.605,1003.103,-1.069"
15271,5,"1013.982,1003.175,-1.539,1013.879,1003.262,-1.542,1013.896,1003.121,-1.566,1013.913,1003.152,-1.636,1013.982,1003.175,-1.539"
4177,4,"1013.034,1003.303,-0.853,1012.993,1003.204,-0.866,1013.053,1003.235,-0.885,1013.034,1003.303,-0.853"
4178,4,"1014.375,1004.112,-1.116,1014.378,1004.222,-1.155,1014.332,1004.14,-1.094,1014.375,1004.112,-1.116"
4179,4,"1013.088,1003.067,-0.996,1013.135,1002.998,-0.995,1013.185,1003.014,-1.002,1013.088,1003.067,-0.996"
17073,4,"1013.641,1002.423,-2.243,1013.513,1002.502,-2.225,1013.544,1002.33,-2.254,1013.641,1002.423,-2.243"
11599,4,"1014.618,1003.472,-1.294,1014.642,1003.436,-1.41,1014.605,1003.486,-1.4,1014.618,1003.472,-1.294"
15564,4,"1014.975,1002.058,-2.054,1015.044,1002.101,-2.03,1015.01,1002.075,-2.145,1014.975,1002.058,-2.054"
16805,4,"1014.261,1002.631,-2.204,1014.318,1002.438,-2.282,1014.329,1002.521,-2.33,1014.261,1002.631,-2.204"
4180,2,"1012.831,1003.587,-0.657,1012.901,1003.512,-0.831"
16586,2,"1015.167,1003.042,-3.368,1015.026,1002.921,-3.354"
15843,6,"1013.85,1002.4,-1.767,1013.72,1002.504,-1.783,1013.549,1002.342,-1.853,1013.588,1002.221,-1.859,1013.71,1002.378,-1.905,1013.85,1002.4,-1.767"
15755,4,"1014.673,1003.254,-2.188,1014.709,1003.043,-2.247,1014.588,1003.142,-2.238,1014.673,1003.254,-2.188"
4181,5,"1013.697,1004.809,-1.055,1013.745,1004.715,-1.025,1013.625,1004.709,-1.011,1013.605,1004.756,-1.037,1013.697,1004.809,-1.055"
4182,4,"1013.801,1003.036,-0.942,1013.7,1003.08,-0.952,1013.775,1003.105,-0.948,1013.801,1003.036,-0.942"
4183,4,"1013.198,1003.464,-0.827,1013.104,1003.441,-0.8,1013.154,1003.339,-0.789,1013.198,1003.464,-0.827"
11622,7,"1015.052,1003.575,-1.177,1014.834,1003.71,-1.166,1014.363,1003.742,-1.281,1014.537,1003.529,-1.263,1014.749,1003.416,-1.277,1014.64,1003.57,-1.443,1015.052,1003.575,-1.177"
13353,5,"1013.833,1004.526,-1.469,1013.86,1004.338,-1.584,1013.852,1004.355,-1.646,1013.823,1004.54,-1.553,1013.833,1004.526,-1.469"
11425,5,"1014.01,1003.433,-1.08,1013.943,1003.431,-1.071,1013.936,1003.643,-1.078,1014.019,1003.609,-1.085,1014.01,1003.433,-1.08"
12257,2,"1014.119,1004.038,-1.372,1014.06,1004.099,-1.36"
4184,4,"1014.531,1003.399,-0.957,1014.564,1003.344,-1.006,1014.512,1003.355,-0.975,1014.531,1003.399,-0.957"
14110,5,"1014.404,1003.568,-1.68,1014.294,1003.555,-1.625,1014.229,1003.604,-1.715,1014.272,1003.548,-1.783,1014.404,1003.568,-1.68"
4185,5,"1013.757,1004.328,-1.043,1013.756,1004.227,-1.059,1013.87,1004.247,-1.122,1013.906,1004.323,-1.144,1013.757,1004.328,-1.043"
16604,4,"1014.956,1003.136,-3.359,1015.122,1003.104,-3.363,1015.106,1003.153,-3.337,1014.956,1003.136,-3.359"
17773,4,"1013.718,1003.657,-2.229,1013.639,1003.787,-2.212,1013.656,1003.739,-2.309,1013.718,1003.657,-2.229"
15570,5,"1013.624,1003.104,-1.668,1013.703,1003.074,-1.649,1013.669,1002.941,-1.673,1013.558,1003.015,-1.721,1013.624,1003.104,-1.668"
4186,2,"1014.022,1003.285,-0.88,1014.043,1003.346,-0.872"
18072,4,"1014.177,1003.962,-2.344,1014.385,1003.975,-2.308,1014.302,1003.975,-2.397,1014.177,1003.962,-2.344"
17430,5,"1014.43,1003.047,-3.373,1014.262,1002.929,-3.323,1014.384,1002.829,-3.354,1014.267,1002.886,-3.454,1014.43,1003.047,-3.373"
17690,5,"1013.842,1004.641,-1.948,1013.85,1004.787,-1.886,1013.643,1004.798,-1.923,1013.737,1004.763,-1.972,1013.842,1004.641,-1.948"
16585,2,"1014.846,1002.316,-3.448,1014.937,1002.185,-3.407"
12038,5,"1013.615,1004.346,-1.274,1013.68,1004.243,-1.342,1013.63,1004.247,-1.327,1013.637,1004.284,-1.372,1013.615,1004.346,-1.274"
12387,4,"1014.153,1003.005,-1.27,1014.21,1003.072,-1.242,1014.251,1003.021,-1.29,1014.153,1003.005,-1.27"
16608,5,"1014.846,1002.392,-3.453,1014.952,1002.412,-3.434,1014.961,1002.295,-3.402,1014.996,1002.377,-3.543,1014.846,1002.392,-3.453"
4187,5,"1014.416,1003.358,-0.919,1014.426,1003.418,-0.908,1014.376,1003.447,-0.92,1014.385,1003.38,-0.942,1014.416,1003.358,-0.919"
11570,5,"1014.711,1003.71,-1.061,1014.504,1003.669,-1.095,1014.439,1003.399,-1.145,1014.653,1003.311,-1.09,1014.711,1003.71,-1.061"
12442,5,"1014.579,1002.903,-1.474,1014.863,1002.962,-1.568,1014.88,1002.874,-1.594,1014.771,1002.891,-1.741,1014.579,1002.903,-1.474"
4188,4,"1014.5,1003.895,-1.096,1014.366,1003.947,-1.06,1014.449,1003.851,-1.079,1014.5,1003.895,-1.096"
17745,2,"1014.276,1004.828,-1.928,1014.116,1004.77,-2.002"
15762,4,"1014.541,1002.768,-2.235,1014.548,1002.634,-2.22,1014.659,1002.676,-2.263,1014.541,1002.768,-2.235"
4189,4,"1013.73,1002.565,-1.211,1013.776,1002.477,-1.25,1013.661,1002.481,-1.251,1013.73,1002.565,-1.211"
18401,5,"1014.542,1002.097,-3.438,1014.774,1002.152,-3.463,1014.641,1002.19,-3.46,1014.587,1002.018,-3.519,1014.542,1002.097,-3.438"
4190,9,"1012.986,1005.313,-0.228,1013.118,1005.233,-0.323,1013.259,1005.153,-0.395,1013.356,1005.04,-0.452,1013.396,1004.961,-0.515,1013.406,1005.11,-0.636,1013.236,1005.23,-0.608,1013.019,1005.402,-0.467,1012.986,1005.313,-0.228"
11635,6,"1014.454,1003.644,-1.438,1014.418,1003.709,-1.396,1014.361,1003.823,-1.45,1014.365,1003.689,-1.417,1014.397,1003.714,-1.497,1014.454,1003.644,-1.438"
16331,4,"1013.802,1003.345,-1.958,1013.725,1003.52,-1.918,1013.666,1003.406,-1.929,1013.802,1003.345,-1.958"
4191,5,"1013.6,1005.018,-1.075,1013.636,1005.025,-1.078,1013.608,1004.904,-1.083,1013.563,1004.924,-1.066,1013.6,1005.018,-1.075"
14534,4,"1013.863,1003.525,-1.617,1014.056,1003.397,-1.534,1014.239,1003.572,-1.826,1013.863,1003.525,-1.617"
15634,2,"1014.996,1002.229,-2.268,1015.012,1002.351,-2.257"
4192,5,"1013.53,1003.13,-0.913,1013.531,1003.054,-0.929,1013.415,1003.052,-0.911,1013.386,1003.121,-0.892,1013.53,1003.13,-0.913"
17486,2,"1014.666,1002.339,-3.481,1014.772,1002.273,-3.561"
13262,5,"1014.085,1003.478,-1.278,1014.139,1003.546,-1.353,1014.09,1003.517,-1.409,1014.057,1003.407,-1.432,1014.085,1003.478,-1.278"
16577,2,"1014.836,1002.937,-3.269,1014.96,1002.993,-3.301"
16133,5,"1013.682,1003.885,-1.818,1013.828,1003.703,-1.862,1013.682,1003.707,-1.874,1013.672,1003.761,-1.923,1013.682,1003.885,-1.818"
4193,4,"1013.532,1003.009,-0.967,1013.641,1002.982,-1.012,1013.606,1002.901,-1.031,1013.532,1003.009,-0.967"
14019,4,"1013.973,1004.164,-1.412,1014.167,1004.099,-1.465,1014.063,1004.132,-1.484,1013.973,1004.164,-1.412"
4194,4,"1013.583,1002.879,-0.938,1013.684,1002.816,-0.995,1013.51,1002.817,-0.951,1013.583,1002.879,-0.938"
14532,4,"1013.927,1003.52,-1.557,1013.902,1003.729,-1.608,1013.893,1003.63,-1.677,1013.927,1003.52,-1.557"
4195,2,"1013.751,1003.014,-0.903,1013.749,1003.073,-0.91"
14021,5,"1014.191,1003.753,-1.598,1014.188,1003.639,-1.652,1014.08,1003.696,-1.601,1014.133,1003.706,-1.717,1014.191,1003.753,-1.598"
15571,5,"1013.52,1003.099,-1.586,1013.542,1002.974,-1.619,1013.536,1002.959,-1.738,1013.592,1003.067,-1.718,1013.52,1003.099,-1.586"
4196,5,"1014.434,1004.358,-1.491,1014.634,1004.335,-1.389,1014.636,1004.384,-1.353,1014.495,1004.459,-1.472,1014.434,1004.358,-1.491"
4197,6,"1014.22,1004.178,-0.95,1014.212,1004.105,-0.963,1014.247,1004.108,-0.959,1014.249,1004.163,-0.954,1014.253,1004.108,-1.013,1014.22,1004.178,-0.95"
4198,2,"1014.083,1003.136,-0.93,1014.128,1003.2,-0.917"
12317,5,"1013.891,1003.89,-1.356,1013.805,1003.778,-1.368,1013.736,1003.895,-1.322,1013.802,1003.845,-1.41,1013.891,1003.89,-1.356"
12219,2,"1013.813,1003.832,-1.254,1013.849,1003.703,-1.27"
17439,4,"1013.806,1003.254,-2.136,1013.999,1003.261,-2.146,1013.893,1003.37,-2.098,1013.806,1003.254,-2.136"
4199,4,"1013.343,1002.38,-1.254,1013.261,1002.302,-1.31,1013.225,1002.377,-1.312,1013.343,1002.38,-1.254"
18427,4,"1014.167,1003.124,-3.217,1014.099,1002.953,-3.216,1014.216,1003.023,-3.183,1014.167,1003.124,-3.217"
11973,4,"1013.669,1004.715,-1.219,1013.572,1004.648,-1.258,1013.656,1004.584,-1.236,1013.669,1004.715,-1.219"
17797,4,"1014.187,1003.919,-2.161,1014.056,1003.873,-2.174,1014.113,1003.992,-2.13,1014.187,1003.919,-2.161"
4200,2,"1013.742,1003.199,-0.901,1013.653,1003.152,-0.912"
11350,4,"1014.49,1003.568,-1.222,1014.437,1003.455,-1.287,1014.536,1003.464,-1.282,1014.49,1003.568,-1.222"
15398,5,"1014.89,1002.186,-1.828,1014.884,1002.046,-1.835,1014.979,1002.145,-1.819,1014.902,1002.12,-1.893,1014.89,1002.186,-1.828"
17659,4,"1013.874,1002.203,-2.713,1013.952,1002.428,-2.672,1013.903,1002.333,-2.73,1013.874,1002.203,-2.713"
4201,4,"1013.587,1002.784,-1.017,1013.609,1002.732,-1.039,1013.664,1002.798,-1.094,1013.587,1002.784,-1.017"
4202,4,"1013.497,1003.446,-0.826,1013.414,1003.485,-0.801,1013.508,1003.511,-0.809,1013.497,1003.446,-0.826"
16157,5,"1014.2,1003.418,-1.743,1014.322,1003.359,-1.735,1014.32,1003.247,-1.783,1014.281,1003.332,-1.809,1014.2,1003.418,-1.743"
15701,4,"1014.889,1002.247,-2.337,1014.894,1002.335,-2.32,1015.036,1002.294,-2.335,1014.889,1002.247,-2.337"
4203,6,"1013.411,1004.879,-0.555,1013.466,1004.932,-0.624,1013.487,1004.862,-0.683,1013.444,1004.747,-0.654,1013.416,1004.818,-0.581,1013.411,1004.879,-0.555"
12328,5,"1013.833,1003.875,-1.406,1013.847,1004.028,-1.411,1014.025,1003.876,-1.4,1013.913,1003.943,-1.461,1013.833,1003.875,-1.406"
17732,4,"1013.854,1004.499,-2.017,1013.732,1004.438,-2.03,1013.845,1004.312,-2.054,1013.854,1004.499,-2.017"
4204,5,"1014.429,1003.658,-1.177,1014.415,1003.716,-1.209,1014.328,1003.728,-1.245,1014.372,1003.645,-1.194,1014.429,1003.658,-1.177"
4205,2,"1014.21,1002.972,-1.003,1014.219,1002.898,-1.016"
17181,4,"1014.602,1002.316,-3.095,1014.575,1002.113,-3.108,1014.6,1002.211,-3.153,1014.602,1002.316,-3.095"
11811,4,"1014.824,1002.461,-1.544,1014.858,1002.401,-1.634,1014.784,1002.411,-1.691,1014.824,1002.461,-1.544"
15561,5,"1013.465,1003.661,-1.596,1013.566,1003.572,-1.596,1013.458,1003.562,-1.567,1013.485,1003.599,-1.647,1013.465,1003.661,-1.596"
18344,5,"1013.951,1002.855,-1.935,1013.86,1002.706,-2.013,1013.793,1002.787,-1.986,1013.855,1002.744,-2.077,1013.951,1002.855,-1.935"
4206,2,"1012.933,1002.922,-0.969,1012.964,1002.822,-1.075"
16457,5,"1014.005,1002.825,-1.854,1014.162,1002.808,-1.928,1014.064,1002.74,-1.939,1014.107,1002.822,-2.028,1014.005,1002.825,-1.854"
15313,5,"1014.424,1002.673,-1.773,1014.435,1002.777,-1.857,1014.332,1002.715,-1.826,1014.412,1002.691,-1.929,1014.424,1002.673,-1.773"
4207,4,"1014.076,1003.18,-0.854,1014.117,1003.119,-0.889,1014.039,1003.106,-0.883,1014.076,1003.18,-0.854"
17335,4,"1014.365,1004.115,-1.838,1014.384,1004.008,-1.882,1014.494,1004.056,-1.826,1014.365,1004.115,-1.838"
15528,2,"1014.836,1002.888,-2.006,1014.944,1002.964,-2.054"
14514,4,"1014.563,1003.051,-1.518,1014.718,1003.033,-1.646,1014.514,1002.999,-1.833,1014.563,1003.051,-1.518"
4208,4,"1014.473,1002.77,-1.173,1014.487,1002.71,-1.194,1014.51,1002.747,-1.212,1014.473,1002.77,-1.173"
17777,4,"1013.797,1002.888,-2.572,1013.877,1002.982,-2.581,1013.82,1002.962,-2.734,1013.797,1002.888,-2.572"
12380,5,"1015.076,1002.981,-1.747,1014.943,1002.949,-1.765,1014.977,1003.05,-1.782,1014.994,1002.978,-1.799,1015.076,1002.981,-1.747"
4209,2,"1013.888,1003.081,-0.956,1013.82,1003.109,-0.967"
4210,2,"1014.083,1003.153,-0.905,1014.094,1003.25,-0.877"
4211,5,"1014.82,1003.817,-0.971,1014.747,1003.883,-1.012,1014.703,1003.845,-1.017,1014.787,1003.773,-0.96,1014.82,1003.817,-0.971"
14362,2,"1014.233,1003.737,-1.687,1014.202,1003.681,-1.828"
18113,2,"1013.911,1004.805,-2.143,1013.822,1004.662,-2.146"
14280,5,"1013.458,1003.977,-1.593,1013.517,1003.981,-1.646,1013.426,1003.979,-1.655,1013.486,1003.97,-1.692,1013.458,1003.977,-1.593"
17752,5,"1014.155,1003.224,-2.576,1013.976,1003.104,-2.685,1014.133,1003.024,-2.642,1014.044,1003.066,-2.712,1014.155,1003.224,-2.576"
16875,6,"1014.615,1002.929,-2.483,1014.581,1002.652,-2.516,1014.244,1002.775,-2.476,1014.208,1002.951,-2.441,1014.54,1002.758,-2.644,1014.615,1002.929,-2.483"
4212,2,"1014.763,1003.494,-0.893,1014.836,1003.588,-0.846"
16520,6,"1014.412,1002.742,-1.897,1014.279,1002.689,-1.806,1014.221,1002.549,-1.875,1014.161,1002.824,-2.024,1014.217,1002.762,-2.087,1014.412,1002.742,-1.897"
4213,2,"1014.287,1002.863,-1.022,1014.344,1002.954,-1.027"
4214,2,"1012.945,1003.5,-0.784,1012.973,1003.667,-0.722"
16195,6,"1013.659,1002.692,-1.882,1013.411,1002.493,-1.873,1013.419,1002.661,-1.856,1013.684,1002.428,-1.9,1013.565,1002.593,-1.944,1013.659,1002.692,-1.882"
16551,5,"1014.019,1002.682,-1.879,1013.906,1002.715,-2.038,1014.06,1002.807,-2.059,1014.086,1002.745,-2.113,1014.019,1002.682,-1.879"
4215,4,"1013.947,1003.251,-0.821,1013.946,1003.364,-0.838,1013.875,1003.266,-0.849,1013.947,1003.251,-0.821"
12400,6,"1013.573,1004.197,-1.074,1013.608,1003.959,-1.065,1013.734,1003.882,-1.147,1013.604,1003.995,-1.321,1013.554,1004.138,-1.223,1013.573,1004.197,-1.074"
16543,2,"1014.692,1003.066,-3.145,1014.961,1003.202,-3.137"
4216,2,"1013.062,1003.464,-0.765,1013.032,1003.586,-0.736"
13351,5,"1014.373,1003.606,-1.469,1014.219,1003.469,-1.466,1014.451,1003.359,-1.516,1014.371,1003.46,-1.569,1014.373,1003.606,-1.469"
18132,4,"1013.527,1002.809,-3.103,1013.734,1002.716,-3.112,1013.583,1002.632,-3.141,1013.527,1002.809,-3.103"
4217,4,"1013.818,1003.708,-1.033,1013.76,1003.713,-0.92,1013.688,1003.805,-1.029,1013.818,1003.708,-1.033"
15627,4,"1014.603,1002.878,-2.106,1014.638,1002.705,-2.14,1014.629,1002.796,-2.18,1014.603,1002.878,-2.106"
15761,4,"1014.974,1003.235,-2.216,1015.102,1003.241,-2.221,1015.041,1003.073,-2.308,1014.974,1003.235,-2.216"
12433,5,"1014.32,1002.853,-1.35,1014.444,1002.817,-1.416,1014.438,1002.904,-1.462,1014.298,1002.945,-1.412,1014.32,1002.853,-1.35"
16820,5,"1013.664,1002.099,-2.194,1013.493,1002.057,-2.176,1013.456,1002.269,-2.07,1013.533,1002.067,-2.281,1013.664,1002.099,-2.194"
4218,6,"1014.212,1004.106,-1.03,1014.317,1004.24,-1.036,1014.296,1004.341,-1.069,1014.144,1004.383,-1.073,1014.171,1004.248,-1.056,1014.212,1004.106,-1.03"
16260,5,"1014.565,1002.568,-2.32,1014.649,1002.493,-2.358,1014.583,1002.42,-2.339,1014.563,1002.509,-2.396,1014.565,1002.568,-2.32"
4219,5,"1014.758,1003.138,-1.109,1014.763,1003.085,-1.085,1014.781,1003.089,-1.112,1014.727,1003.071,-1.109,1014.758,1003.138,-1.109"
16609,4,"1014.954,1002.582,-3.425,1014.717,1002.49,-3.414,1014.871,1002.468,-3.517,1014.954,1002.582,-3.425"
4220,5,"1013.628,1004.415,-1.048,1013.703,1004.294,-1.106,1013.573,1004.232,-0.988,1013.554,1004.296,-1.015,1013.628,1004.415,-1.048"
17734,2,"1014.117,1002.461,-2.744,1014.117,1002.256,-2.838"
17533,5,"1013.926,1003.05,-2.171,1013.851,1002.752,-2.317,1013.751,1002.859,-2.319,1013.797,1003.071,-2.191,1013.926,1003.05,-2.171"
15483,2,"1014.524,1002.273,-1.856,1014.686,1002.327,-1.895"
11979,5,"1014.798,1003.173,-1.253,1014.821,1003.104,-1.309,1014.733,1003.04,-1.295,1014.672,1003.126,-1.257,1014.798,1003.173,-1.253"
13905,5,"1013.803,1002.641,-1.376,1013.79,1002.769,-1.343,1013.721,1002.705,-1.366,1013.756,1002.708,-1.405,1013.803,1002.641,-1.376"
4221,5,"1013.53,1004.917,-1.077,1013.633,1004.958,-1.059,1013.556,1004.991,-1.067,1013.579,1004.959,-1.084,1013.53,1004.917,-1.077"
4222,4,"1014.012,1004.448,-1.116,1014.051,1004.349,-1.113,1014.063,1004.4,-1.175,1014.012,1004.448,-1.116"
4223,4,"1013.897,1004.951,-1.216,1013.997,1005.008,-1.253,1013.933,1005.046,-1.158,1013.897,1004.951,-1.216"
18173,4,"1014.072,1002.837,-3.192,1014.051,1002.626,-3.237,1014.017,1002.745,-3.317,1014.072,1002.837,-3.192"
18046,4,"1013.996,1002.435,-3.263,1013.889,1002.408,-3.275,1014.024,1002.352,-3.256,1013.996,1002.435,-3.263"
15369,5,"1013.934,1004.512,-1.755,1013.827,1004.461,-1.765,1013.936,1004.314,-1.831,1013.913,1004.414,-1.824,1013.934,1004.512,-1.755"
16600,2,"1014.685,1003.202,-3.135,1014.702,1003.266,-3.296"
17571,4,"1013.515,1003.516,-2.099,1013.45,1003.388,-2.168,1013.549,1003.384,-2.243,1013.515,1003.516,-2.099"
15279,5,"1013.714,1003.318,-1.367,1013.665,1003.457,-1.337,1013.784,1003.444,-1.449,1013.677,1003.415,-1.448,1013.714,1003.318,-1.367"
11600,5,"1014.324,1003.622,-1.425,1014.343,1003.683,-1.413,1014.283,1003.783,-1.404,1014.316,1003.717,-1.518,1014.324,1003.622,-1.425"
4224,2,"1013.996,1003.233,-0.852,1014.08,1003.227,-0.837"
