"auto_ids","n","geoms"
2829,1,"1013.808,1004.634,-0.95"
2830,1,"1013.605,1004.871,-0.857"
2831,1,"1013.596,1004.672,-0.905"
2832,2,"1013.522,1004.663,-0.902,1013.544,1004.711,-0.914"
2833,2,"1013.685,1004.103,-1.091,1013.654,1004.113,-1.07"
2834,2,"1013.703,1004.051,-1.111,1013.695,1004.006,-1.102"
2835,1,"1013.596,1004.064,-1.047"
2836,2,"1013.587,1004.161,-1.037,1013.545,1004.092,-1.012"
2837,1,"1013.757,1004.762,-1.007"
2838,1,"1013.919,1004.724,-1.093"
2839,1,"1013.832,1004.925,-1.022"
2840,1,"1013.7,1004.49,-0.977"
2841,1,"1013.646,1004.528,-0.939"
2842,2,"1013.563,1004.843,-0.955,1013.599,1004.791,-0.979"
2843,1,"1013.623,1004.801,-0.977"
2844,1,"1013.497,1004.439,-0.932"
2845,1,"1013.694,1004.438,-0.992"
2846,1,"1013.688,1004.314,-1.047"
2847,1,"1013.675,1004.298,-1.041"
2848,1,"1014.245,1004.456,-1.205"
2849,1,"1014.338,1004.423,-1.225"
2850,2,"1013.451,1004.769,-0.867,1013.468,1004.81,-0.857"
2851,1,"1013.528,1004.807,-0.949"
2852,2,"1013.518,1005.128,-0.937,1013.6,1005.034,-0.956"
2853,2,"1013.645,1004.99,-0.978,1013.674,1004.924,-0.99"
2854,1,"1013.75,1004.958,-1.041"
2855,1,"1013.74,1004.936,-1.098"
2856,1,"1013.742,1004.819,-1.071"
2857,4,"1013.674,1004.713,-1.039,1013.642,1004.749,-1.021,1013.675,1004.786,-1.032,1013.674,1004.713,-1.039"
2858,1,"1013.92,1004.908,-1.163"
2859,1,"1013.668,1005.03,-1.091"
2860,1,"1013.933,1004.557,-1.004"
2861,4,"1013.888,1004.559,-1,1013.852,1004.506,-1.024,1013.825,1004.547,-1.02,1013.888,1004.559,-1"
2862,2,"1013.775,1003.855,-1.267,1013.749,1003.778,-1.252"
2863,1,"1013.783,1004.033,-1.216"
2864,1,"1013.944,1004.541,-1.13"
2865,5,"1013.877,1004.479,-1.116,1013.947,1004.562,-1.142,1013.87,1004.575,-1.128,1013.827,1004.545,-1.108,1013.877,1004.479,-1.116"
2866,2,"1013.766,1004.216,-1.179,1013.762,1004.265,-1.173"
2867,1,"1013.721,1004.259,-1.169"
2868,1,"1013.897,1004.374,-1.131"
2869,2,"1013.565,1004.793,-1.061,1013.594,1004.786,-1.076"
2870,2,"1013.535,1004.957,-1.053,1013.486,1004.92,-1.067"
2871,2,"1013.476,1004.891,-0.982,1013.504,1004.881,-0.972"
2872,2,"1013.751,1004.834,-1.164,1013.729,1004.885,-1.146"
2873,1,"1013.706,1004.886,-1.156"
2874,2,"1013.657,1004.868,-1.124,1013.598,1004.907,-1.122"
2875,1,"1013.561,1004.901,-1.074"
2876,2,"1013.559,1004.953,-1.097,1013.562,1004.962,-1.109"
2877,1,"1013.579,1004.936,-1.098"
2878,1,"1013.891,1004.772,-1.17"
2879,2,"1013.805,1004.771,-1.117,1013.808,1004.719,-1.113"
2880,1,"1013.753,1004.253,-1.216"
2881,1,"1013.992,1004.37,-1.188"
2882,1,"1013.964,1004.418,-1.183"
2883,2,"1013.797,1004.041,-1.259,1013.855,1004.016,-1.26"
2884,2,"1013.582,1004.486,-1.155,1013.547,1004.445,-1.161"
2885,1,"1013.547,1004.884,-1.061"
2886,1,"1013.522,1005.02,-0.984"
2887,2,"1013.49,1005.117,-0.819,1013.528,1005.032,-0.857"
2888,1,"1013.669,1004.327,-1.216"
2889,1,"1013.733,1004.912,-1.184"
2890,2,"1013.808,1005.007,-1.244,1013.858,1004.966,-1.24"
2891,2,"1013.519,1004.402,-1.199,1013.527,1004.323,-1.2"
2892,2,"1013.644,1004.532,-1.194,1013.602,1004.467,-1.216"
2893,1,"1013.706,1004.404,-1.203"
2894,5,"1014.067,1004.637,-1.218,1014.105,1004.659,-1.199,1014.113,1004.627,-1.19,1014.098,1004.597,-1.216,1014.067,1004.637,-1.218"
2895,2,"1013.633,1004.785,-1.137,1013.635,1004.746,-1.129"
2896,2,"1013.889,1004.726,-1.166,1013.857,1004.755,-1.165"
2897,2,"1013.878,1004.91,-1.235,1013.846,1004.945,-1.244"
2898,2,"1013.9,1004.591,-1.211,1013.867,1004.655,-1.198"
2899,1,"1013.788,1004.691,-1.195"
2900,1,"1014.067,1004.822,-1.236"
2901,1,"1014.072,1004.73,-1.224"
2902,2,"1014,1004.649,-1.232,1013.964,1004.651,-1.228"
2903,5,"1013.981,1004.813,-1.213,1013.985,1004.842,-1.213,1013.981,1004.865,-1.238,1013.993,1004.834,-1.26,1013.981,1004.813,-1.213"
2904,2,"1013.595,1004.625,-1.186,1013.61,1004.668,-1.194"
2905,4,"1014.584,1004.312,-1.335,1014.61,1004.277,-1.333,1014.571,1004.253,-1.34,1014.584,1004.312,-1.335"
2906,4,"1014.69,1004.228,-1.34,1014.672,1004.238,-1.348,1014.656,1004.254,-1.369,1014.69,1004.228,-1.34"
2907,1,"1014.529,1004.339,-1.282"
2908,2,"1014.529,1004.353,-1.297,1014.578,1004.399,-1.3"
2909,2,"1014.287,1004.346,-1.271,1014.24,1004.383,-1.265"
2910,2,"1014.481,1004.599,-1.305,1014.46,1004.672,-1.313"
2911,1,"1014.599,1004.691,-1.329"
2912,1,"1014.609,1004.785,-1.355"
2913,2,"1014.441,1004.287,-1.294,1014.372,1004.291,-1.282"
2914,1,"1014.351,1004.56,-1.28"
2915,1,"1014.398,1004.604,-1.288"
2916,1,"1014.227,1004.671,-1.278"
2917,4,"1014.315,1004.731,-1.304,1014.356,1004.747,-1.278,1014.323,1004.753,-1.32,1014.315,1004.731,-1.304"
2918,2,"1014.508,1004.737,-1.336,1014.469,1004.731,-1.318"
2919,4,"1014.606,1004.799,-1.38,1014.604,1004.846,-1.336,1014.564,1004.852,-1.366,1014.606,1004.799,-1.38"
2920,1,"1014.092,1004.732,-1.274"
2921,4,"1014.569,1004.535,-1.33,1014.532,1004.562,-1.302,1014.502,1004.546,-1.304,1014.569,1004.535,-1.33"
2922,1,"1014.439,1004.52,-1.318"
2923,1,"1014.519,1004.619,-1.335"
2924,1,"1014.571,1004.713,-1.352"
2925,1,"1014.201,1004.639,-1.283"
2926,2,"1014.516,1004.66,-1.358,1014.52,1004.7,-1.343"
2927,2,"1014.384,1004.855,-1.324,1014.373,1004.796,-1.32"
2928,1,"1014.11,1004.829,-1.312"
2929,1,"1014.096,1004.773,-1.307"
2930,1,"1014.396,1004.501,-1.33"
2931,1,"1014.322,1004.522,-1.333"
2932,1,"1014.284,1004.406,-1.322"
2933,2,"1014.669,1004.243,-1.393,1014.61,1004.226,-1.389"
2934,1,"1014.602,1004.512,-1.388"
2935,1,"1014.608,1004.567,-1.374"
2936,2,"1014.509,1004.276,-1.347,1014.51,1004.312,-1.355"
2937,4,"1014.453,1004.383,-1.343,1014.367,1004.392,-1.34,1014.407,1004.43,-1.34,1014.453,1004.383,-1.343"
2938,2,"1014.436,1004.338,-1.35,1014.415,1004.269,-1.355"
2939,1,"1014.297,1004.541,-1.361"
2940,2,"1014.273,1004.497,-1.359,1014.218,1004.522,-1.351"
2941,1,"1014.191,1004.72,-1.343"
2942,1,"1014.282,1004.869,-1.349"
2943,4,"1014.224,1004.82,-1.353,1014.176,1004.812,-1.348,1014.191,1004.84,-1.356,1014.224,1004.82,-1.353"
2944,5,"1014.298,1004.583,-1.359,1014.255,1004.608,-1.329,1014.227,1004.567,-1.363,1014.272,1004.55,-1.356,1014.298,1004.583,-1.359"
2945,4,"1014.801,1004.526,-1.491,1014.841,1004.493,-1.538,1014.812,1004.57,-1.555,1014.801,1004.526,-1.491"
2946,2,"1014.633,1004.447,-1.383,1014.564,1004.436,-1.401"
2947,2,"1014.546,1004.508,-1.38,1014.565,1004.446,-1.403"
2948,1,"1014.644,1004.633,-1.401"
2949,2,"1014.584,1004.615,-1.4,1014.558,1004.568,-1.409"
2950,2,"1014.401,1004.441,-1.371,1014.455,1004.413,-1.387"
2951,1,"1014.217,1004.354,-1.367"
2952,1,"1014.437,1004.325,-1.398"
2953,5,"1014.457,1004.513,-1.382,1014.427,1004.464,-1.371,1014.48,1004.429,-1.377,1014.501,1004.488,-1.37,1014.457,1004.513,-1.382"
2954,2,"1014.48,1004.825,-1.371,1014.478,1004.706,-1.395"
2955,6,"1014.242,1004.979,-1.346,1014.216,1005.011,-1.334,1014.186,1005.075,-1.351,1014.263,1005.065,-1.33,1014.287,1004.985,-1.344,1014.242,1004.979,-1.346"
2956,1,"1014.349,1005.482,-1.339"
2957,1,"1014.092,1005.373,-1.333"
2958,1,"1014.135,1005.483,-1.313"
2959,2,"1014.211,1005.461,-1.339,1014.182,1005.417,-1.324"
2960,1,"1014.322,1005.498,-1.337"
2961,1,"1014.688,1004.114,-1.338"
2962,1,"1014.751,1003.92,-1.321"
2963,2,"1014.794,1003.914,-1.335,1014.8,1003.875,-1.318"
2964,1,"1014.847,1003.884,-1.31"
2965,1,"1014.863,1003.872,-1.307"
2966,1,"1014.81,1003.821,-1.307"
2967,2,"1014.873,1003.829,-1.303,1014.837,1003.799,-1.319"
2968,1,"1014.763,1003.791,-1.218"
2969,1,"1014.38,1004.339,-1.399"
2970,2,"1014.51,1004.65,-1.407,1014.558,1004.585,-1.407"
2971,4,"1014.643,1004.591,-1.437,1014.692,1004.512,-1.44,1014.627,1004.522,-1.42,1014.643,1004.591,-1.437"
2972,2,"1014.598,1004.792,-1.415,1014.603,1004.718,-1.431"
2973,2,"1014.553,1004.869,-1.385,1014.53,1004.812,-1.404"
2974,1,"1014.68,1004.079,-1.378"
2975,2,"1014.709,1003.868,-1.366,1014.697,1003.827,-1.364"
2976,1,"1014.814,1003.8,-1.352"
2977,2,"1014.603,1003.754,-1.268,1014.585,1003.741,-1.246"
2978,2,"1014.423,1004.152,-1.324,1014.427,1004.112,-1.381"
2979,1,"1014.396,1004.089,-1.374"
2980,1,"1014.467,1004.028,-1.4"
2981,1,"1014.478,1003.912,-1.441"
2982,1,"1014.36,1003.932,-1.416"
2983,2,"1014.342,1003.841,-1.349,1014.337,1003.849,-1.402"
2984,1,"1014.43,1004.743,-1.394"
2985,2,"1014.383,1004.766,-1.382,1014.328,1004.779,-1.393"
2986,1,"1014.321,1004.803,-1.389"
2987,1,"1014.124,1004.958,-1.351"
2988,2,"1014.274,1004.295,-1.402,1014.259,1004.252,-1.391"
2989,1,"1014.295,1004.251,-1.374"
2990,1,"1014.327,1004.244,-1.378"
2991,1,"1014.542,1004.113,-1.398"
2992,1,"1014.594,1004.084,-1.404"
2993,2,"1014.383,1004.206,-1.362,1014.375,1004.18,-1.327"
2994,1,"1014.35,1004.133,-1.367"
2995,4,"1014.241,1004.124,-1.337,1014.288,1004.11,-1.385,1014.248,1004.127,-1.373,1014.241,1004.124,-1.337"
2996,2,"1014.19,1004.069,-1.379,1014.218,1004.006,-1.367"
2997,1,"1014.246,1004.03,-1.364"
2998,4,"1014.177,1004.019,-1.349,1014.149,1003.989,-1.337,1014.202,1003.927,-1.348,1014.177,1004.019,-1.349"
2999,2,"1014.224,1003.935,-1.369,1014.169,1003.889,-1.33"
3000,1,"1014.235,1003.836,-1.357"
3001,2,"1014.289,1004.833,-1.416,1014.304,1004.857,-1.427"
3002,2,"1014.392,1004.746,-1.433,1014.351,1004.769,-1.428"
3003,2,"1014.467,1004.755,-1.434,1014.435,1004.71,-1.429"
3004,5,"1014.502,1004.844,-1.43,1014.515,1004.847,-1.388,1014.477,1004.793,-1.395,1014.474,1004.812,-1.439,1014.502,1004.844,-1.43"
3005,1,"1014.667,1004.574,-1.439"
3006,2,"1014.487,1004.441,-1.409,1014.46,1004.433,-1.405"
3007,1,"1014.416,1004.29,-1.412"
3008,1,"1014.511,1004.135,-1.441"
3009,1,"1014.539,1004.103,-1.435"
3010,2,"1014.596,1004.082,-1.409,1014.539,1004.024,-1.41"
3011,2,"1014.426,1004.043,-1.437,1014.452,1003.987,-1.415"
3012,1,"1014.368,1003.849,-1.443"
3013,1,"1014.227,1003.92,-1.392"
3014,2,"1014.284,1005.615,-1.415,1014.285,1005.536,-1.45"
3015,4,"1014.372,1005.352,-1.498,1014.324,1005.363,-1.485,1014.351,1005.409,-1.502,1014.372,1005.352,-1.498"
3016,2,"1014.235,1005.35,-1.463,1014.245,1005.432,-1.476"
3017,4,"1014.158,1005.382,-1.437,1014.163,1005.438,-1.424,1014.231,1005.449,-1.468,1014.158,1005.382,-1.437"
3018,1,"1014.529,1005.43,-1.533"
3019,1,"1014.464,1005.583,-1.526"
3020,1,"1014.47,1005.325,-1.533"
3021,1,"1014.664,1004.37,-1.418"
3022,2,"1014.516,1004.314,-1.453,1014.451,1004.299,-1.455"
3023,1,"1014.497,1004.232,-1.472"
3024,1,"1014.242,1004.326,-1.427"
3025,1,"1014.64,1004.18,-1.485"
3026,1,"1014.772,1004.087,-1.437"
3027,1,"1014.829,1004.057,-1.482"
3028,2,"1014.564,1004.074,-1.44,1014.522,1004.038,-1.433"
3029,1,"1014.447,1003.87,-1.449"
3030,2,"1014.285,1003.873,-1.439,1014.325,1003.84,-1.422"
3031,2,"1014.309,1005.427,-1.577,1014.307,1005.357,-1.554"
3032,5,"1014.273,1005.375,-1.566,1014.303,1005.415,-1.573,1014.291,1005.478,-1.564,1014.144,1005.444,-1.524,1014.273,1005.375,-1.566"
3033,2,"1014.078,1005.58,-1.376,1014.112,1005.506,-1.388"
3034,1,"1014.085,1005.597,-1.347"
3035,1,"1014.762,1004.176,-1.48"
3036,1,"1014.715,1004.291,-1.485"
3037,1,"1014.668,1004.338,-1.475"
3038,1,"1014.667,1004.474,-1.418"
3039,1,"1014.506,1004.315,-1.485"
3040,2,"1014.454,1004.32,-1.476,1014.411,1004.337,-1.457"
3041,1,"1014.279,1004.272,-1.449"
3042,1,"1014.376,1004.136,-1.479"
3043,1,"1014.472,1004.207,-1.492"
3044,1,"1014.59,1004.094,-1.464"
3045,1,"1014.573,1004.054,-1.451"
3046,2,"1014.546,1004.022,-1.431,1014.475,1004.037,-1.498"
3047,1,"1014.345,1003.798,-1.449"
3048,1,"1014.226,1005.401,-1.586"
3049,1,"1014.081,1005.466,-1.452"
3050,2,"1014.038,1005.581,-1.372,1014.048,1005.507,-1.409"
3051,2,"1014.473,1004.899,-1.463,1014.501,1004.884,-1.478"
3052,2,"1014.547,1004.924,-1.454,1014.509,1004.807,-1.463"
3053,1,"1014.699,1004.774,-1.48"
3054,1,"1014.594,1004.616,-1.465"
3055,2,"1014.531,1004.58,-1.469,1014.585,1004.542,-1.481"
3056,1,"1014.684,1004.592,-1.487"
3057,2,"1014.74,1004.468,-1.482,1014.738,1004.5,-1.478"
3058,2,"1014.721,1004.427,-1.486,1014.72,1004.384,-1.496"
3059,1,"1014.778,1004.33,-1.538"
3060,1,"1014.781,1004.22,-1.527"
3061,2,"1014.501,1004.03,-1.514,1014.569,1004.059,-1.53"
3062,2,"1014.372,1004.378,-1.492,1014.394,1004.389,-1.481"
3063,4,"1014.23,1005.106,-1.456,1014.356,1005.118,-1.463,1014.35,1005.021,-1.466,1014.23,1005.106,-1.456"
3064,4,"1014.133,1005.187,-1.449,1014.119,1005.277,-1.446,1014.157,1005.239,-1.448,1014.133,1005.187,-1.449"
3065,1,"1014.63,1003.728,-1.262"
3066,1,"1014.723,1003.721,-1.197"
3067,1,"1014.719,1003.708,-1.201"
3068,2,"1014.2,1005.155,-1.486,1014.268,1005.118,-1.498"
3069,2,"1014.405,1005.194,-1.469,1014.464,1005.064,-1.487"
3070,1,"1014.532,1005.058,-1.491"
3071,1,"1014.762,1004.279,-1.541"
3072,2,"1014.38,1004.207,-1.508,1014.389,1004.122,-1.498"
3073,2,"1014.338,1005.209,-1.494,1014.365,1005.166,-1.506"
3074,2,"1014.3,1005.119,-1.539,1014.374,1005.128,-1.529"
3075,1,"1014.2,1005.105,-1.567"
3076,1,"1014.258,1005.117,-1.559"
3077,1,"1014.404,1005.078,-1.556"
3078,4,"1014.411,1005.083,-1.559,1014.451,1005.04,-1.559,1014.498,1005.089,-1.558,1014.411,1005.083,-1.559"
3079,2,"1014.12,1005.148,-1.549,1014.153,1005.259,-1.576"
3080,1,"1014.389,1004.896,-1.605"
3081,2,"1014.534,1004.878,-1.595,1014.576,1004.882,-1.593"
3082,4,"1014.315,1005.184,-1.595,1014.34,1005.257,-1.578,1014.374,1005.241,-1.568,1014.315,1005.184,-1.595"
3083,1,"1014.014,1004.731,-1.369"
3084,1,"1013.998,1004.814,-1.299"
3085,2,"1014.019,1005.229,-1.383,1014.024,1005.269,-1.371"
3086,2,"1014.011,1005.361,-1.322,1014.008,1005.408,-1.325"
3087,1,"1013.994,1005.487,-1.285"
3088,1,"1014.03,1005.209,-1.6"
3089,1,"1013.398,1004.679,-0.195"
3090,1,"1013.408,1004.582,-0.352"
3091,1,"1014.622,1003.202,-0.935"
3092,1,"1013.406,1004.375,-0.549"
3093,1,"1014.457,1003.165,-0.964"
3094,2,"1014.494,1003.085,-0.971,1014.449,1003.056,-0.969"
3095,2,"1014.43,1003.104,-0.954,1014.378,1003.107,-0.941"
3096,1,"1014.397,1003.087,-0.944"
3097,1,"1014.411,1003.016,-0.96"
3098,2,"1013.404,1004.276,-0.586,1013.446,1004.263,-0.608"
3099,2,"1014.482,1003.081,-0.983,1014.52,1003.022,-0.985"
3100,1,"1014.669,1003.197,-0.966"
3101,1,"1014.378,1003.143,-0.968"
3102,1,"1013.406,1004.478,-0.641"
3103,1,"1013.401,1004.405,-0.623"
3104,1,"1013.41,1004.351,-0.632"
3105,1,"1013.436,1004.287,-0.661"
3106,1,"1013.398,1004.173,-0.604"
3107,1,"1013.417,1004.347,-0.642"
3108,4,"1013.457,1004.306,-0.706,1013.416,1004.282,-0.686,1013.46,1004.251,-0.694,1013.457,1004.306,-0.706"
3109,1,"1014.747,1002.997,-1.087"
3110,1,"1014.516,1003.022,-1.069"
3111,1,"1014.58,1002.687,-1.14"
3112,1,"1014.693,1002.63,-1.13"
3113,1,"1013.427,1004.322,-0.738"
3114,1,"1013.404,1004.173,-0.601"
3115,1,"1014.661,1002.737,-1.198"
3116,1,"1014.571,1002.647,-1.176"
3117,1,"1013.443,1004.601,-0.77"
3118,1,"1013.429,1004.314,-0.741"
3119,1,"1013.432,1004.566,-0.84"
3120,1,"1013.419,1004.311,-0.72"
3121,2,"1013.869,1003.38,-0.821,1013.869,1003.328,-0.792"
3122,1,"1013.426,1004.135,-0.626"
3123,2,"1013.455,1004.231,-0.787,1013.451,1004.153,-0.768"
3124,1,"1013.419,1004.01,-0.709"
3125,1,"1013.441,1003.905,-0.685"
3126,1,"1013.445,1004.057,-0.778"
3127,1,"1013.44,1004.053,-0.754"
3128,2,"1013.46,1004.149,-0.822,1013.437,1004.2,-0.816"
3129,1,"1013.435,1004.477,-0.86"
3130,1,"1013.918,1003.466,-0.794"
3131,1,"1014,1002.71,-0.861"
3132,1,"1013.449,1004.206,-0.879"
3133,2,"1014.268,1002.981,-0.964,1014.297,1002.928,-0.949"
3134,1,"1014.228,1002.663,-0.96"
3135,2,"1013.389,1003.853,-0.759,1013.441,1003.788,-0.791"
3136,1,"1013.429,1004.207,-0.828"
3137,1,"1013.431,1004.017,-0.946"
3138,1,"1013.419,1003.886,-0.91"
3139,2,"1013.4,1003.851,-0.884,1013.455,1003.813,-0.895"
3140,1,"1013.438,1004.544,-0.948"
3141,1,"1013.461,1004.46,-1.003"
3142,1,"1013.441,1004.319,-0.97"
3143,1,"1013.431,1004.178,-0.877"
3144,1,"1013.417,1004.032,-0.896"
3145,4,"1013.403,1003.834,-0.852,1013.439,1003.818,-0.885,1013.391,1003.795,-0.843,1013.403,1003.834,-0.852"
3146,1,"1013.419,1003.958,-0.992"
3147,1,"1013.475,1003.966,-1.017"
3148,1,"1013.481,1004.056,-1.02"
3149,2,"1013.441,1004,-1.027,1013.408,1004.047,-0.989"
3150,1,"1013.399,1003.933,-1.009"
3151,1,"1013.458,1003.884,-0.993"
3152,2,"1013.403,1003.904,-0.928,1013.399,1003.843,-0.92"
3153,1,"1013.39,1003.793,-0.836"
3154,4,"1013.418,1003.835,-0.948,1013.395,1003.805,-0.896,1013.443,1003.793,-0.912,1013.418,1003.835,-0.948"
3155,2,"1013.454,1004.263,-0.993,1013.438,1004.206,-0.991"
3156,1,"1013.462,1004.056,-1.022"
3157,2,"1013.435,1003.771,-0.833,1013.486,1003.733,-0.849"
3158,2,"1013.482,1003.36,-0.687,1013.543,1003.39,-0.685"
3159,1,"1013.626,1003.514,-0.739"
3160,1,"1013.692,1003.347,-0.781"
3161,1,"1013.667,1003.262,-0.788"
3162,1,"1013.615,1003.097,-0.776"
3163,1,"1013.584,1003.062,-0.77"
3164,2,"1013.443,1003.17,-0.759,1013.422,1003.206,-0.738"
3165,2,"1013.559,1003.042,-0.793,1013.525,1003.015,-0.799"
3166,1,"1013.774,1003.401,-0.803"
3167,1,"1013.943,1003.196,-0.848"
3168,1,"1013.843,1003.531,-0.754"
3169,1,"1014.29,1002.861,-1.01"
3170,2,"1013.689,1003.447,-0.835,1013.643,1003.41,-0.838"
3171,2,"1013.433,1003.328,-0.772,1013.445,1003.278,-0.785"
3172,2,"1013.708,1003.261,-0.83,1013.684,1003.21,-0.822"
3173,2,"1013.812,1003.189,-0.839,1013.859,1003.146,-0.857"
3174,2,"1013.461,1003.155,-0.829,1013.483,1003.185,-0.822"
3175,2,"1013.491,1003.159,-0.829,1013.468,1003.127,-0.824"
3176,2,"1013.709,1002.948,-0.844,1013.726,1002.863,-0.868"
3177,1,"1013.679,1002.845,-0.842"
3178,1,"1013.406,1003.418,-0.82"
3179,2,"1013.734,1002.872,-0.945,1013.714,1002.883,-0.922"
3180,2,"1013.656,1002.897,-0.909,1013.651,1002.835,-0.928"
3181,1,"1013.7,1002.705,-0.911"
3182,1,"1013.531,1002.866,-0.835"
3183,2,"1014.02,1002.772,-0.962,1013.903,1002.768,-0.955"
3184,2,"1013.914,1003.398,-0.885,1013.86,1003.428,-0.89"
3185,1,"1013.818,1003.105,-0.875"
3186,2,"1013.663,1003.056,-0.885,1013.671,1003.029,-0.9"
3187,2,"1013.487,1003.135,-0.879,1013.451,1003.094,-0.882"
3188,2,"1013.667,1003.221,-0.853,1013.628,1003.178,-0.857"
3189,1,"1013.965,1002.946,-0.928"
3190,2,"1013.623,1003.027,-0.921,1013.572,1002.98,-0.935"
3191,1,"1014.102,1002.928,-0.922"
3192,2,"1013.913,1003.246,-0.932,1013.883,1003.202,-0.924"
3193,1,"1013.751,1003.107,-0.902"
3194,1,"1013.684,1003.153,-0.883"
3195,2,"1013.606,1003.131,-0.901,1013.565,1003.174,-0.911"
3196,2,"1013.988,1002.894,-0.96,1014.001,1002.844,-0.96"
3197,2,"1014.182,1003.015,-0.994,1014.15,1002.961,-1"
3198,2,"1013.551,1003.16,-0.881,1013.478,1003.152,-0.903"
3199,2,"1013.729,1003.153,-0.936,1013.669,1003.159,-0.946"
3200,2,"1013.801,1003.139,-0.958,1013.769,1003.099,-0.951"
3201,1,"1014.065,1002.905,-0.98"
3202,1,"1014.256,1002.954,-1.04"
3203,1,"1014.286,1002.885,-1.055"
3204,1,"1014.282,1002.891,-1.074"
3205,1,"1013.884,1003.081,-0.987"
3206,1,"1013.544,1003.277,-0.917"
3207,2,"1013.927,1003.129,-0.989,1013.895,1003.095,-0.985"
3208,4,"1014.333,1002.752,-1.1,1014.3,1002.762,-1.1,1014.31,1002.713,-1.103,1014.333,1002.752,-1.1"
3209,1,"1014.302,1002.922,-1.164"
3210,1,"1014.371,1002.728,-1.123"
3211,1,"1013.692,1003.102,-0.961"
3212,1,"1013.928,1003.145,-1.034"
3213,1,"1013.421,1003.161,-0.953"
3214,2,"1013.724,1002.813,-0.956,1013.676,1002.816,-0.953"
3215,1,"1013.594,1003.025,-1.069"
3216,1,"1014.138,1002.858,-1.081"
3217,2,"1014.161,1002.847,-1.055,1014.161,1002.845,-1.101"
3218,2,"1014.129,1002.785,-1.098,1014.09,1002.817,-1.092"
3219,2,"1014.06,1002.734,-1.057,1014.085,1002.748,-1.057"
3220,1,"1014.082,1002.865,-1.136"
3221,1,"1014.087,1002.864,-1.142"
3222,4,"1014.25,1002.788,-1.153,1014.202,1002.821,-1.152,1014.204,1002.763,-1.159,1014.25,1002.788,-1.153"
3223,1,"1014.895,1004.09,-1.632"
3224,1,"1014.803,1004.123,-1.621"
3225,1,"1014.77,1004.124,-1.598"
3226,1,"1014.863,1004.212,-1.615"
3227,2,"1014.078,1002.754,-1.16,1014.026,1002.754,-1.168"
3228,1,"1014.875,1004.122,-1.679"
3229,1,"1014.81,1004.171,-1.654"
3230,1,"1014.784,1004.139,-1.663"
3231,1,"1014.774,1004.127,-1.627"
3232,1,"1014.136,1002.646,-1.094"
3233,1,"1013.955,1002.88,-1.12"
3234,1,"1013.889,1002.848,-1.152"
3235,1,"1013.842,1002.746,-1.085"
3236,2,"1013.86,1002.96,-1.093,1013.846,1002.907,-1.115"
3237,1,"1013.768,1002.845,-1.056"
3238,2,"1014.764,1004.141,-1.669,1014.843,1004.146,-1.688"
3239,1,"1014.908,1004.126,-1.691"
3240,2,"1014.747,1004.213,-1.59,1014.787,1004.216,-1.622"
3241,1,"1013.723,1002.797,-1.017"
3242,1,"1013.83,1002.795,-1.141"
3243,2,"1013.784,1002.917,-1.063,1013.744,1002.95,-1.036"
3244,1,"1014.702,1004.087,-1.692"
3245,1,"1014.8,1004.115,-1.691"
3246,1,"1014.767,1004.462,-1.549"
3247,1,"1014.75,1004.387,-1.547"
3248,1,"1013.613,1002.692,-0.939"
3249,2,"1013.584,1002.967,-0.986,1013.643,1002.939,-1.005"
3250,2,"1013.525,1002.891,-0.995,1013.602,1002.879,-1"
3251,2,"1013.587,1002.775,-1.006,1013.623,1002.787,-1.014"
3252,2,"1013.551,1002.78,-1.024,1013.591,1002.77,-1.02"
3253,2,"1013.556,1002.742,-1.017,1013.603,1002.737,-1.027"
3254,2,"1013.56,1002.808,-1.027,1013.58,1002.834,-1.024"
3255,2,"1013.572,1002.796,-1.026,1013.6,1002.794,-1.016"
3256,1,"1013.592,1002.812,-1.022"
3257,1,"1014.819,1004.386,-1.631"
3258,1,"1014.848,1004.458,-1.595"
3259,1,"1014.812,1004.468,-1.593"
3260,1,"1014.758,1004.469,-1.578"
3261,2,"1014.74,1004.451,-1.621,1014.721,1004.381,-1.594"
3262,2,"1014.716,1004.331,-1.612,1014.769,1004.301,-1.661"
3263,2,"1013.698,1002.837,-1.131,1013.65,1002.838,-1.101"
3264,2,"1013.62,1002.858,-1.075,1013.602,1002.834,-1.057"
3265,2,"1013.487,1003.01,-0.962,1013.453,1002.961,-0.971"
3266,2,"1013.611,1002.87,-1.123,1013.612,1002.907,-1.099"
3267,1,"1013.598,1002.91,-1.116"
3268,2,"1013.621,1002.839,-1.134,1013.588,1002.851,-1.125"
3269,2,"1013.683,1002.72,-1.113,1013.721,1002.715,-1.106"
3270,2,"1013.447,1002.972,-1.098,1013.417,1002.962,-1.059"
3271,2,"1013.56,1002.883,-1.107,1013.605,1002.819,-1.159"
3272,4,"1013.509,1002.827,-1.063,1013.575,1002.826,-1.066,1013.534,1002.739,-1.086,1013.509,1002.827,-1.063"
3273,2,"1013.693,1002.819,-1.141,1013.636,1002.824,-1.146"
3274,1,"1013.638,1002.813,-1.15"
3275,2,"1013.619,1002.807,-1.127,1013.593,1002.776,-1.154"
3276,2,"1013.57,1002.843,-1.156,1013.609,1002.849,-1.168"
3277,2,"1013.642,1002.693,-1.141,1013.641,1002.722,-1.128"
3278,2,"1013.597,1002.705,-1.147,1013.565,1002.736,-1.137"
