"auto_id","coarse_stone_weight","coarse_fauna_weight","fine_stone_weight","fine_fauna_weight"
6698,6,0,-1,-1
6699,32,0,-1,-1
6700,20,0,-1,-1
6701,-1,-1,4,2
6703,-1,-1,8,0
6704,-1,-1,4,2
6705,-1,-1,8,1
6706,-1,-1,13,1
6707,14,0,-1,-1
6708,44,0,-1,-1
6709,-1,-1,4,0
6710,16,0,-1,-1
6712,-1,-1,4,0
6713,22,0,-1,-1
6714,-1,-1,6,1
6717,350,0,-1,-1
6851,17,0,2,0
6852,13,0,4,1
6853,0,0,7,1
6854,26,0,7,1
6855,20,0,4,1
6856,14,0,2,0
6857,12,0,8,1
6858,18,0,10,1
6859,14,0,2,1
6860,30,0,7,1
6861,12,0,4,0
6862,4,0,2,1
6863,18,0,2,1
6864,8,0,5,1
6865,40,0,6,1
6866,24,1,4,1
6867,50,0,7,1
6868,22,0,4,0
6869,14,0,6,1
6870,24,0,-1,-1
6871,26,0,6,2
6872,12,0,4,1
6873,16,0,4,2
6874,21,0,8,2
6875,34,0,6,2
6876,20,1,4,2
6877,16,0,2,0
6878,24,0,5,1
6879,14,0,4,1
6880,26,0,2,2
6881,10,0,6,2
6882,34,0,12,2
6883,28,0,3,1
6884,21,0,5,1
6885,24,0,4,2
6886,14,0,4,2
6887,16,0,4,0
6888,42,0,4,1
6889,32,0,8,1
6890,26,0,5,1
6891,29,0,4,1
6892,18,0,3,1
6893,12,18,3,1
6894,22,0,8,1
6895,22,2,6,1
6896,22,1,6,2
6897,20,0,2,1
6898,38,0,4,2
6899,44,0,4,2
6900,30,0,5,1
6901,6,0,3,1
6985,-1,-1,4,2
6986,-1,-1,4,2
6987,-1,-1,4,2
6988,54,0,-1,-1
6989,-1,-1,4,0
19047,-1,-1,4,1
6990,31,0,-1,-1
6991,-1,-1,8,0
6992,-1,-1,6,2
6993,30,2,-1,-1
6994,8,0,-1,-1
6995,76,1,-1,-1
6996,56,0,-1,-1
6997,80,1,-1,-1
6998,-1,-1,4,0
6999,-1,-1,6,0
7000,38,2,-1,-1
7001,-1,-1,4,2
7002,-1,-1,2,0
7003,106,0,-1,-1
7004,76,1,-1,-1
7005,-1,-1,6,0
7006,-1,-1,10,2
7007,-1,-1,4,2
7008,-1,-1,2,2
7009,-1,-1,4,0
7010,6,1,-1,-1
7011,60,1,-1,-1
7012,-1,-1,4,2
7013,-1,-1,4,2
7014,50,0,-1,-1
7015,-1,-1,2,0
7016,-1,-1,10,2
7017,26,0,-1,-1
7018,68,1,-1,-1
7019,112,0,-1,-1
7020,-1,-1,6,2
7021,-1,-1,6,2
7022,62,0,-1,-1
7023,-1,-1,4,2
7024,-1,-1,4,0
7025,-1,-1,6,0
7026,-1,-1,4,2
7027,4,8,-1,-1
7028,24,0,-1,-1
7029,-1,-1,4,0
7030,56,2,-1,-1
7031,-1,-1,4,2
7032,-1,-1,2,2
7033,-1,-1,8,2
7034,48,2,-1,-1
7035,4,0,-1,-1
7036,-1,-1,10,2
7037,84,2,-1,-1
7038,-1,-1,6,2
7039,-1,-1,2,2
7308,4,2,-1,-1
7309,-1,-1,6,2
7310,3,0,-1,-1
7311,2,0,-1,-1
7312,44,2,-1,-1
7313,-1,-1,8,2
7314,-1,-1,6,2
7315,28,0,4,2
7316,22,2,-1,-1
7317,-1,-1,4,2
7318,32,0,-1,-1
7319,30,1,-1,-1
7320,86,0,-1,-1
7321,112,0,-1,-1
7323,32,0,-1,-1
7324,-1,-1,12,2
7325,66,2,-1,-1
7326,6,0,-1,-1
7328,48,0,-1,-1
7329,48,1,-1,-1
7330,13,0,4,1
7331,-1,-1,4,2
19085,18,0,-1,-1
7332,10,2,4,0
7333,72,1,-1,-1
7334,44,0,-1,-1
7335,-1,-1,6,2
7336,-1,-1,2,2
7338,-1,-1,6,2
7339,28,0,2,0
7340,-1,-1,8,2
7341,68,1,6,1
7342,30,0,-1,-1
7343,52,8,3,1
7345,26,0,-1,-1
7346,18,0,-1,-1
7348,22,0,-1,-1
7349,32,0,4,2
7350,16,1,-1,-1
7351,20,2,-1,-1
7352,36,0,12,2
7353,6,0,-1,-1
7355,-1,-1,8,2
7356,-1,-1,2,0
7357,-1,-1,4,0
7358,-1,-1,2,2
7359,-1,-1,4,2
7361,-1,-1,4,2
7362,46,1,-1,-1
7363,32,6,-1,-1
7364,30,0,-1,-1
7365,50,0,-1,-1
7367,56,1,5,0
7369,34,1,-1,-1
7370,10,0,-1,-1
7371,50,0,-1,-1
7372,0,0,-1,-1
7373,56,1,-1,-1
7374,46,0,-1,-1
7375,28,0,-1,-1
7376,-1,-1,2,2
7377,-1,-1,2,2
7378,-1,-1,2,2
7379,16,0,-1,-1
7380,12,0,-1,-1
7381,59,0,-1,-1
7382,32,2,-1,-1
7383,42,0,-1,-1
7385,30,1,-1,-1
7386,-1,-1,6,2
7387,4,0,-1,-1
7388,-1,-1,2,2
7390,-1,-1,4,0
7391,-1,-1,2,2
7392,-1,-1,6,2
7393,30,0,4,0
7394,-1,-1,4,2
7395,22,0,-1,-1
7397,8,0,9,1
7399,42,0,-1,-1
7400,34,0,6,1
7401,26,0,-1,-1
7402,-1,-1,6,2
7403,8,0,-1,-1
7404,20,2,4,1
7405,12,1,-1,-1
7406,17,1,-1,-1
7407,-1,-1,6,2
7408,22,1,-1,-1
7409,52,0,9,1
7411,-1,-1,8,2
7412,-1,-1,4,2
7414,-1,-1,4,2
7415,20,2,2,1
7416,2,0,-1,-1
7417,48,2,4,1
7418,18,1,-1,-1
7419,-1,-1,4,2
7420,58,0,6,0
7421,18,0,-1,-1
7422,-1,-1,4,2
7423,-1,-1,4,0
7424,30,0,-1,-1
7425,-1,-1,4,2
7426,20,0,-1,-1
7427,-1,-1,4,2
7428,22,0,4,1
7429,26,0,-1,-1
7430,38,0,-1,-1
7431,-1,-1,4,0
7433,-1,-1,4,2
7434,2,0,-1,-1
7435,44,0,-1,-1
7436,42,2,-1,-1
7437,46,2,4,1
7438,36,0,-1,-1
7439,24,0,-1,-1
7440,-1,-1,2,0
7441,16,0,-1,-1
7442,18,0,-1,-1
7443,8,0,-1,-1
7444,12,0,-1,-1
7445,12,0,-1,-1
7446,20,2,-1,-1
7447,-1,-1,6,2
7448,34,1,2,0
7449,-1,-1,2,0
7450,4,0,-1,-1
7451,-1,-1,2,2
7453,24,0,-1,-1
7454,-1,-1,6,2
7455,-1,-1,12,2
7457,-1,-1,6,2
7458,-1,-1,8,2
7459,-1,-1,4,2
7460,20,1,-1,-1
7461,12,0,-1,-1
7462,14,0,-1,-1
7463,-1,-1,4,2
7464,-1,-1,2,0
7465,-1,-1,6,2
7466,-1,-1,2,2
7467,28,2,3,0
7468,46,0,6,0
7469,-1,-1,2,2
7470,64,0,-1,-1
7471,-1,-1,6,2
7472,4,0,-1,-1
7473,13,0,-1,-1
7474,-1,-1,6,0
7475,17,2,-1,-1
7476,76,0,6,1
7477,10,4,-1,-1
7478,-1,-1,2,2
7479,36,0,-1,-1
7480,30,0,-1,-1
7481,-1,-1,6,2
7482,102,2,-1,-1
7483,-1,-1,4,2
7690,54,1,-1,-1
7691,14,0,-1,-1
7692,30,0,-1,-1
7693,6,0,4,1
7695,-1,-1,2,0
7696,34,2,2,0
7697,4,0,2,0
7698,24,0,-1,-1
7699,-1,-1,4,2
7700,8,0,-1,-1
7701,68,0,-1,-1
7702,26,0,3,1
7703,40,1,6,1
7704,4,0,-1,-1
7705,10,0,2,0
7706,76,0,-1,-1
7708,32,1,4,1
7709,24,0,-1,-1
7710,1,1,-1,-1
7711,21,0,4,0
7712,30,2,6,2
7713,30,0,-1,-1
7714,-1,-1,2,2
7716,-1,-1,6,2
7717,54,0,-1,-1
7718,22,1,-1,-1
7719,2,2,-1,-1
7720,-1,-1,2,2
7721,42,2,-1,-1
7722,16,0,2,0
7723,18,0,3,1
7724,30,1,-1,-1
7725,16,1,-1,-1
7726,56,0,-1,-1
7727,-1,-1,4,2
7728,58,2,3,1
7729,40,2,3,1
7730,22,2,4,1
7732,50,0,2,0
7733,24,0,3,1
7734,-1,-1,2,2
7736,6,0,-1,-1
7738,18,0,4,0
7739,32,0,4,0
7740,8,0,3,0
7741,10,0,-1,-1
7742,8,0,2,1
7743,26,0,2,0
7744,36,0,-1,-1
7747,36,0,3,1
7748,34,2,10,0
7750,22,0,-1,-1
7751,12,0,2,1
7752,-1,-1,4,2
7753,26,0,6,1
7755,12,2,4,0
7756,2,0,4,0
7757,-1,-1,4,2
7759,22,0,2,2
7760,44,2,6,2
7761,14,1,5,1
7762,37,2,4,1
7763,54,1,-1,-1
7764,33,0,8,1
7765,52,1,3,1
7766,12,0,4,2
7767,14,0,2,0
7768,26,0,6,0
7770,-1,-1,4,2
7771,-1,-1,2,2
7772,-1,-1,2,2
7773,14,0,-1,-1
7774,30,0,-1,-1
7775,22,2,8,0
7776,18,0,-1,-1
7777,16,1,-1,-1
7778,22,1,3,1
7779,-1,-1,8,2
7780,28,12,-1,-1
7781,20,0,7,0
7782,16,0,-1,-1
7783,12,0,4,0
7784,56,1,-1,-1
7785,-1,-1,6,2
7786,28,2,4,1
7787,10,0,6,0
7788,22,0,4,0
7789,-1,-1,4,2
7790,20,2,3,1
7791,-1,-1,2,0
7792,14,0,4,0
7793,53,1,1,1
7794,46,0,-1,-1
7795,-1,-1,2,2
7796,12,0,3,1
7798,8,0,-1,-1
7799,-1,-1,2,2
7800,-1,-1,4,2
7801,50,0,-1,-1
7802,22,4,-1,-1
7803,14,0,2,0
19084,47,0,-1,-1
7804,22,0,-1,-1
7805,48,0,3,1
7806,26,4,-1,-1
7807,20,0,14,2
7808,94,2,7,1
7809,36,0,4,0
7810,28,0,4,1
7811,48,0,-1,-1
7812,16,0,4,0
19083,47,0,-1,-1
7813,44,1,4,1
7814,17,0,4,2
7815,-1,-1,2,2
7816,50,0,-1,-1
7817,12,0,-1,-1
7818,-1,-1,6,2
7820,8,0,3,1
7821,20,0,2,2
8130,-1,-1,13,1
8132,19,1,-1,-1
8133,-1,-1,4,0
8134,-1,-1,5,1
8136,27,0,-1,-1
8137,8,0,-1,-1
8138,12,0,2,0
8139,-1,-1,2,2
8140,-1,-1,9,1
8141,-1,-1,2,2
8142,-1,-1,4,0
8143,40,12,6,2
8144,14,0,4,0
8145,19,0,-1,-1
8146,96,0,-1,-1
8147,34,0,4,2
8148,-1,-1,2,2
8149,21,0,-1,-1
8150,-1,-1,4,2
8151,-1,-1,4,0
8152,38,0,-1,-1
8153,-1,-1,2,0
8154,-1,-1,4,1
8155,-1,-1,4,0
8156,-1,-1,4,2
8157,52,0,-1,-1
8158,-1,-1,4,2
8159,16,0,4,1
8160,28,3,-1,-1
8161,-1,-1,4,2
8162,12,1,-1,-1
8163,15,0,-1,-1
8164,-1,-1,6,0
8165,25,1,-1,-1
8166,22,2,-1,-1
8167,-1,-1,32,2
8169,56,2,-1,-1
8170,-1,-1,6,2
8171,48,0,-1,-1
8172,14,0,6,0
8173,54,0,-1,-1
8174,70,1,-1,-1
8175,-1,-1,4,2
8176,-1,-1,4,1
8177,24,0,4,0
8178,42,4,-1,-1
8179,50,0,-1,-1
8180,-1,-1,8,2
8182,-1,-1,7,1
8183,-1,-1,4,2
8184,18,0,-1,-1
8185,10,0,-1,-1
8186,52,1,4,0
8187,54,1,-1,-1
8188,-1,-1,2,2
8189,-1,-1,6,2
8190,76,2,-1,-1
8191,-1,-1,6,1
8192,-1,-1,2,2
8193,-1,-1,10,1
8194,52,1,-1,-1
8195,40,0,-1,-1
8196,22,0,-1,-1
8197,146,1,-1,-1
8198,28,0,-1,-1
8199,4,0,4,0
8200,-1,-1,8,2
8201,68,2,-1,-1
8202,48,1,-1,-1
8203,-1,-1,9,2
8204,22,1,-1,-1
8205,4,0,-1,-1
8207,4,0,1,0
8208,6,0,2,0
8209,-1,-1,4,2
8210,20,0,4,1
8212,-1,-1,2,0
8213,30,0,-1,-1
8214,76,1,-1,-1
8215,6,0,-1,-1
8217,-1,-1,25,0
8219,-1,-1,6,2
8220,-1,-1,4,2
8221,26,1,-1,-1
8222,6,0,2,1
8223,26,2,-1,-1
8224,-1,-1,2,2
8226,34,0,-1,-1
8227,-1,-1,6,2
8228,60,0,-1,-1
8229,-1,-1,2,2
8230,-1,-1,20,4
8231,-1,-1,8,2
8232,16,0,-1,-1
8233,12,0,-1,-1
8234,408,2,-1,-1
8235,18,0,2,0
8236,-1,-1,4,2
8237,16,0,-1,-1
8238,32,0,-1,-1
8239,-1,-1,2,2
8240,2,0,-1,-1
8241,-1,-1,10,2
8242,14,0,4,0
8243,-1,-1,6,2
8244,-1,-1,4,2
8245,18,0,-1,-1
8246,8,0,-1,-1
8247,24,1,-1,-1
8248,18,0,-1,-1
8249,-1,-1,10,2
8250,22,0,4,1
8251,44,0,-1,-1
8252,-1,-1,9,1
8253,16,0,-1,-1
8254,-1,-1,2,2
8255,-1,-1,6,2
8256,14,2,-1,-1
8257,18,0,2,1
8258,-1,-1,9,1
8259,-1,-1,6,2
8260,-1,-1,2,1
8261,-1,-1,12,2
8262,38,0,-1,-1
8263,38,0,2,1
8264,4,1,-1,-1
8266,18,2,-1,-1
8267,-1,-1,2,0
8268,58,0,-1,-1
8269,32,2,-1,-1
8270,-1,-1,2,2
8271,-1,-1,10,2
8272,54,1,-1,-1
8273,-1,-1,4,2
8274,22,1,-1,-1
8275,14,0,-1,-1
8276,19,0,3,0
8277,26,0,2,1
8278,-1,-1,6,1
8279,-1,-1,4,2
8280,26,2,-1,-1
8281,-1,-1,9,1
8282,-1,-1,6,2
8283,-1,-1,12,2
8284,-1,-1,2,2
8285,-1,-1,8,2
8286,13,0,-1,-1
8287,-1,-1,4,2
8289,-1,-1,6,1
8290,-1,-1,2,2
8291,18,1,-1,-1
8293,48,0,-1,-1
8294,4,0,-1,-1
8295,8,0,-1,-1
8296,62,0,-1,-1
8297,16,0,-1,-1
8298,-1,-1,6,0
8299,-1,-1,8,2
8300,86,2,-1,-1
8301,56,1,-1,-1
8302,12,0,-1,-1
8303,-1,-1,6,2
8304,-1,-1,4,2
8305,28,1,-1,-1
8306,0,0,-1,-1
8307,-1,-1,4,4
8308,16,0,2,0
8309,-1,-1,2,2
8310,8,0,4,0
8311,-1,-1,4,0
8312,40,4,-1,-1
8313,28,0,4,0
8314,16,1,-1,-1
8315,-1,-1,4,2
8396,-1,-1,8,2
8397,24,1,-1,-1
8398,-1,-1,10,2
8399,6,0,2,0
8400,-1,-1,2,2
8401,-1,-1,6,2
8402,14,0,-1,-1
8403,66,0,-1,-1
8404,-1,-1,8,2
8406,52,4,-1,-1
8407,15,2,-1,-1
8408,-1,-1,4,2
8409,114,0,-1,-1
8410,60,2,-1,-1
8411,-1,-1,6,2
8412,12,0,-1,-1
8413,-1,-1,4,2
8414,12,1,-1,-1
8415,22,0,-1,-1
8416,-1,-1,8,2
8417,34,0,-1,-1
8419,56,0,6,1
8421,18,0,2,1
8422,-1,-1,10,2
8423,25,1,-1,-1
8425,-1,-1,2,2
8426,26,0,4,0
8427,-1,-1,8,2
8428,32,0,-1,-1
8429,8,0,30,0
8430,-1,-1,6,2
8431,44,0,-1,-1
8432,79,1,-1,-1
8433,-1,-1,8,2
8434,50,1,8,2
8435,-1,-1,8,2
8436,22,1,-1,-1
8437,36,1,-1,-1
8438,-1,-1,8,2
8439,14,0,-1,-1
8440,36,0,-1,-1
8441,17,1,-1,-1
8711,23,1,-1,-1
8713,-1,-1,4,2
8714,20,0,2,1
8715,60,0,-1,-1
8717,26,1,-1,-1
8718,24,2,4,2
8719,56,0,5,1
8720,23,0,-1,-1
8721,34,0,-1,-1
8724,-1,-1,4,2
8725,66,0,-1,-1
8726,62,0,-1,-1
8727,-1,-1,4,2
8728,-1,-1,6,2
8729,44,2,-1,-1
8730,-1,-1,8,2
8731,26,0,-1,-1
8732,80,0,-1,-1
8733,6,0,-1,-1
8734,7,0,3,1
8735,24,0,-1,-1
8736,-1,-1,4,2
8737,22,0,8,0
8738,-1,-1,2,0
8739,-1,-1,4,2
8740,-1,-1,6,2
8741,-1,-1,6,2
8742,20,0,-1,-1
8743,-1,-1,6,0
8744,23,0,4,1
8745,-1,-1,6,2
8746,-1,-1,6,2
8747,38,2,-1,-1
8748,-1,-1,8,2
8749,-1,-1,2,2
8750,-1,-1,8,2
8751,24,2,4,1
8752,-1,-1,4,2
8753,2,0,-1,-1
8754,-1,-1,2,2
8755,-1,-1,4,2
8758,-1,-1,4,2
8759,32,2,-1,-1
8760,19,2,-1,-1
8761,62,0,6,2
8762,13,0,-1,-1
8763,38,0,10,1
8764,48,2,10,1
8765,-1,-1,2,2
8767,-1,-1,2,2
8768,66,2,2,1
8769,-1,-1,6,2
8771,82,6,-1,-1
8772,-1,-1,8,2
8773,16,8,-1,-1
8774,52,2,11,1
8775,22,1,-1,-1
8776,6,0,4,2
8777,82,2,-1,-1
8778,39,0,8,2
8779,114,2,-1,-1
8780,18,0,4,0
8781,18,4,-1,-1
8782,48,2,-1,-1
8783,-1,-1,10,2
8785,28,2,-1,-1
8786,-1,-1,4,2
8787,-1,-1,6,2
8789,-1,-1,4,4
8790,11,2,-1,-1
8791,44,0,-1,-1
8792,-1,-1,6,4
8793,-1,-1,6,2
8794,-1,-1,2,2
8795,30,0,-1,-1
8796,2,0,2,0
8797,56,1,-1,-1
8798,-1,-1,4,2
8799,-1,-1,4,2
8800,14,2,-1,-1
8801,-1,-1,6,2
8802,-1,-1,2,2
8803,64,14,-1,-1
8804,-1,-1,4,2
8805,-1,-1,4,0
8806,78,0,-1,-1
8807,-1,-1,4,2
8808,-1,-1,2,2
8809,-1,-1,2,2
8811,58,2,5,3
8815,32,1,-1,-1
8816,88,2,-1,-1
8817,-1,-1,2,2
8818,52,0,-1,-1
8819,46,2,-1,-1
8821,14,0,2,0
8822,8,0,2,1
8823,-1,-1,6,2
8824,42,2,-1,-1
8826,44,0,-1,-1
8827,26,1,-1,-1
8828,14,2,-1,-1
8829,48,1,-1,-1
8830,-1,-1,6,2
19088,41,1,-1,-1
8831,12,6,-1,-1
8832,36,0,-1,-1
8833,18,2,-1,-1
8834,50,0,-1,-1
8835,-1,-1,2,2
8836,-1,-1,6,2
8837,130,1,-1,-1
8838,28,0,-1,-1
8839,28,1,-1,-1
8840,79,10,-1,-1
8841,14,0,2,0
8842,20,2,-1,-1
8843,30,1,-1,-1
8844,10,0,-1,-1
8846,112,1,-1,-1
8847,-1,-1,6,0
8848,16,0,-1,-1
8849,78,6,-1,-1
8850,24,0,-1,-1
8851,38,0,8,4
8852,34,1,-1,-1
8853,-1,-1,6,2
8854,56,1,-1,-1
8855,34,1,-1,-1
8856,-1,-1,4,2
8857,2,6,-1,-1
8858,30,1,-1,-1
8859,64,0,4,1
8862,29,0,4,0
8863,12,0,-1,-1
8864,8,2,-1,-1
8866,6,0,2,0
8868,-1,-1,6,2
8869,-1,-1,4,2
8870,18,0,4,2
8871,58,1,-1,-1
8872,-1,-1,6,2
8873,16,0,1,1
8874,-1,-1,8,2
8875,42,0,-1,-1
8876,-1,-1,8,0
8877,24,0,8,0
8878,58,1,-1,-1
8879,24,0,-1,-1
8881,52,1,-1,-1
8884,22,0,-1,-1
8885,24,0,2,0
8886,76,10,-1,-1
8887,-1,-1,4,2
8888,28,0,2,2
8889,-1,-1,4,2
8891,28,0,-1,-1
8892,26,1,-1,-1
8893,54,0,-1,-1
8894,44,0,-1,-1
8895,32,0,-1,-1
8896,-1,-1,2,0
8897,20,1,-1,-1
8898,-1,-1,8,2
8900,-1,-1,2,0
8901,40,1,-1,-1
8902,-1,-1,8,2
8903,-1,-1,4,2
8904,-1,-1,4,2
9334,-1,-1,6,2
9335,8,0,2,0
9336,42,0,-1,-1
9338,14,0,-1,-1
9339,-1,-1,2,2
19046,-1,-1,6,1
9340,18,2,-1,-1
9341,-1,-1,8,2
9342,-1,-1,8,0
9343,-1,-1,4,2
9344,8,0,-1,-1
9345,30,1,-1,-1
9346,-1,-1,6,2
9347,22,0,-1,-1
9348,-1,-1,6,2
9349,30,2,-1,-1
19043,-1,-1,2,1
19040,-1,-1,33,2
9350,-1,-1,6,2
9351,-1,-1,4,0
9352,62,0,-1,-1
9353,-1,-1,5,1
9354,-1,-1,2,2
9355,22,0,4,1
9356,-1,-1,4,2
9357,24,0,-1,-1
9358,-1,-1,6,2
9359,-1,-1,4,2
9360,25,0,-1,-1
9361,54,0,-1,-1
9362,36,2,-1,-1
9363,-1,-1,4,0
9364,-1,-1,4,2
9365,-1,-1,10,2
9366,-1,-1,4,2
9368,9,1,-1,-1
9369,14,0,-1,-1
9370,-1,-1,6,2
9371,-1,-1,6,1
9372,-1,-1,4,2
9373,-1,-1,4,2
9374,222,26,-1,-1
9375,-1,-1,8,1
9376,18,1,-1,-1
9377,12,1,-1,-1
9378,-1,-1,24,2
19045,-1,-1,5,2
9379,11,0,-1,-1
9380,24,0,2,1
9381,26,0,-1,-1
9382,22,1,-1,-1
9383,40,0,-1,-1
9384,-1,-1,2,2
9385,14,0,-1,-1
9386,12,0,2,0
9387,6,0,-1,-1
9388,76,2,-1,-1
9389,-1,-1,2,1
9390,-1,-1,7,1
9391,-1,-1,10,2
9392,-1,-1,8,2
9393,22,2,6,1
9394,-1,-1,2,2
9395,-1,-1,4,2
9396,22,0,-1,-1
9397,-1,-1,13,3
9398,-1,-1,2,2
9399,12,0,4,0
9400,4,0,2,0
19087,17,0,-1,-1
9401,30,0,-1,-1
19086,7,0,-1,-1
9403,-1,-1,6,2
9404,-1,-1,2,0
9405,24,0,6,2
9406,32,0,-1,-1
19044,-1,-1,7,5
9407,90,2,-1,-1
9408,10,0,1,1
9409,36,2,-1,-1
9410,60,1,-1,-1
9411,80,1,-1,-1
9412,78,2,-1,-1
9413,22,0,3,1
9414,-1,-1,2,2
9415,22,0,2,2
9416,-1,-1,6,2
9417,84,1,-1,-1
9418,32,0,2,2
9419,68,0,-1,-1
9420,-1,-1,6,2
9421,38,0,-1,-1
9422,-1,-1,4,2
9423,-1,-1,6,2
9424,10,0,-1,-1
9425,-1,-1,4,2
9426,6,2,-1,-1
9427,-1,-1,4,2
9428,-1,-1,8,2
9429,24,2,-1,-1
9430,-1,-1,12,2
9431,20,1,-1,-1
9432,54,1,-1,-1
9433,-1,-1,4,2
9434,82,0,-1,-1
9435,14,6,-1,-1
9436,4,0,4,0
9437,44,0,-1,-1
9438,-1,-1,4,2
9439,36,34,-1,-1
19041,-1,-1,7,2
9440,42,1,-1,-1
9441,12,0,-1,-1
9442,-1,-1,4,2
9443,6,0,4,2
9444,-1,-1,2,2
9446,-1,-1,2,2
9447,120,0,-1,-1
9448,32,0,4,2
9449,-1,-1,10,2
9450,-1,-1,2,2
9451,15,0,-1,-1
9452,6,0,4,1
9453,32,6,4,1
9454,-1,-1,4,2
9455,-1,-1,6,0
9456,-1,-1,6,2
9457,3,0,-1,-1
9458,-1,-1,8,2
9459,10,0,4,2
9460,-1,-1,6,2
9461,62,0,-1,-1
9462,-1,-1,4,0
9463,-1,-1,4,2
9464,-1,-1,10,2
19042,-1,-1,8,1
9465,22,1,-1,-1
9466,-1,-1,12,2
9467,12,1,-1,-1
9468,8,0,2,0
9469,-1,-1,2,2
9470,32,-1,2,1
9471,8,0,2,2
9472,6,0,2,0
9473,-1,-1,8,2
9474,44,1,-1,-1
9475,28,0,-1,-1
9476,36,2,-1,-1
9477,-1,-1,10,2
19037,-1,-1,2,1
9478,-1,-1,10,2
9479,24,4,-1,-1
9480,15,0,-1,-1
9481,-1,-1,2,2
9482,70,0,-1,-1
9483,-1,-1,8,1
9484,36,1,-1,-1
9485,188,0,-1,-1
9486,50,0,-1,-1
9487,18,0,2,0
9488,34,0,-1,-1
9489,42,1,-1,-1
9490,42,4,-1,-1
9491,-1,-1,2,0
9492,10,0,2,0
9493,56,0,-1,-1
9494,8,0,6,0
9495,24,0,-1,-1
9496,152,4,24,1
9497,8,0,-1,-1
9498,-1,-1,7,2
9499,52,2,-1,-1
9500,-1,-1,6,2
9501,12,1,-1,-1
9502,-1,-1,4,0
9503,-1,-1,5,1
9504,46,0,-1,-1
9505,26,1,-1,-1
9506,38,4,-1,-1
9507,62,1,-1,-1
9508,96,2,-1,-1
9509,-1,-1,4,2
9511,72,0,-1,-1
9512,78,2,-1,-1
9513,-1,-1,6,0
9514,54,0,-1,-1
9699,20,1,6,1
9700,24,1,-1,-1
9701,18,0,2,0
9702,46,1,-1,-1
19061,-1,-1,3,1
19082,-1,-1,7,1
9703,14,1,-1,-1
9704,-1,-1,2,2
9705,32,1,-1,-1
19094,56,0,-1,-1
9706,-1,-1,4,0
9707,106,4,-1,-1
9708,-1,-1,4,0
9709,-1,-1,4,2
9710,-1,-1,6,2
9711,40,0,-1,-1
9712,27,8,-1,-1
9713,18,2,-1,-1
9714,42,0,5,3
9715,42,1,-1,-1
9716,42,4,2,0
9717,14,1,-1,-1
19066,-1,-1,5,1
9718,-1,-1,4,2
9720,-1,-1,8,2
9721,44,1,-1,-1
9722,15,0,2,0
9723,-1,-1,6,2
19093,42,0,-1,-1
19069,-1,-1,3,1
9724,-1,-1,4,2
9725,16,1,1,1
9726,8,1,-1,-1
19063,-1,-1,4,0
9727,14,0,2,0
9728,18,0,-1,-1
9729,52,2,-1,-1
9730,14,1,-1,-1
9731,16,1,-1,-1
9732,-1,-1,2,2
19068,-1,-1,3,1
9733,-1,-1,6,2
19059,-1,-1,2,1
9734,15,0,4,0
9735,-1,-1,10,4
9736,-1,-1,8,2
19062,-1,-1,2,1
9737,72,1,-1,-1
19065,-1,-1,4,0
9738,21,0,2,0
19076,-1,-1,7,2
19072,-1,-1,7,1
9739,-1,-1,2,2
9740,-1,-1,6,2
19081,-1,-1,5,1
9741,-1,-1,6,0
9742,38,1,-1,-1
9743,-1,-1,4,2
9744,8,0,4,1
9745,-1,-1,6,1
19078,-1,-1,5,1
19075,-1,-1,3,1
9746,38,2,4,2
19073,-1,-1,3,1
9747,40,0,-1,-1
19064,-1,-1,5,7
9748,-1,-1,6,2
19077,-1,-1,2,1
9749,46,0,2,2
9750,28,0,-1,-1
19070,-1,-1,6,1
19060,-1,-1,4,1
9751,24,0,4,0
9752,-1,-1,6,2
9753,-1,-1,8,2
9754,-1,-1,4,2
9755,8,0,4,0
9756,16,2,-1,-1
19071,-1,-1,3,1
9757,5,0,2,0
9758,-1,-1,4,2
9759,14,0,-1,-1
9760,24,4,-1,-1
9761,-1,-1,2,2
19080,-1,-1,3,1
9762,26,1,-1,-1
9763,56,2,-1,-1
9764,-1,-1,6,2
19074,-1,-1,5,1
9765,28,2,-1,-1
9766,16,2,-1,-1
9767,11,0,2,0
19092,178,5,-1,-1
9768,36,0,-1,-1
9769,-1,-1,6,4
19079,-1,-1,4,1
9770,64,2,-1,-1
19067,-1,-1,2,1
9771,32,1,-1,-1
9772,14,0,3,0
9773,-1,-1,4,2
9774,52,4,-1,-1
9775,-1,-1,6,2
9776,-1,-1,2,2
10234,-1,-1,4,0
10235,-1,-1,10,2
10236,19,0,4,1
10237,-1,-1,6,1
10238,-1,-1,4,2
10239,-1,-1,2,2
10240,200,2,-1,-1
10241,44,0,-1,-1
10242,14,0,-1,-1
10243,-1,-1,3,1
10244,54,2,-1,-1
10245,-1,-1,3,1
10246,-1,-1,2,2
10247,35,1,-1,-1
10248,-1,-1,5,2
10249,24,0,3,1
10250,-1,-1,2,0
10251,-1,-1,38,8
10252,-1,-1,8,4
10253,20,0,-1,-1
10254,4,0,-1,-1
10255,10,0,-1,-1
10256,-1,-1,6,4
10257,-1,-1,6,2
10258,18,2,-1,-1
10259,-1,-1,6,2
10260,4,0,-1,-1
10261,24,1,-1,-1
10262,12,0,1,0
10263,-1,-1,4,2
10264,20,0,-1,-1
10265,10,-1,28,6
