"auto_id","coarse_stone_weight","coarse_fauna_weight","fine_stone_weight","fine_fauna_weight"
17498,18,0,-1,-1
16800,45,0,-1,-1
17395,17,0,-1,-1
14022,52,0,11,3
17210,66,0,-1,-1
4571,2,2,8,2
14250,48,0,17,1
4572,76,0,2,1
16537,20,0,-1,-1
4573,12,0,7,1
4574,46,0,7,1
17295,58,1,-1,-1
16445,27,0,-1,-1
16747,80,1,-1,-1
11353,10,0,6,1
16790,26,0,-1,-1
17163,29,0,-1,-1
4575,80,0,12,2
17112,39,1,-1,-1
4576,64,5,8,4
11640,44,8,6,1
11665,90,0,8,1
18460,12,0,-1,-1
17039,42,0,-1,-1
19013,51,0,8,1
4577,12,2,2,1
4578,12,0,6,1
16724,72,0,-1,-1
11846,110,0,8,1
16027,52,0,-1,-1
15672,40,2,-1,-1
12014,68,0,6,1
11409,28,0,3,1
14239,-1,-1,10,1
4579,79,0,17,1
4580,30,0,4,1
13210,114,0,13,2
17604,58,0,-1,-1
17285,62,0,-1,-1
18154,6,0,-1,-1
14323,22,1,4,1
4581,40,1,6,1
16654,40,0,-1,-1
11280,44,0,3,0
4582,30,0,11,1
14474,73,0,-1,-1
4583,18,0,8,2
4584,14,0,4,1
15815,25,0,-1,-1
15790,54,0,-1,-1
15440,102,0,-1,-1
19015,56,0,5,0
4585,46,1,6,1
4586,26,0,8,2
15850,32,0,-1,-1
16746,70,0,-1,-1
4587,18,0,1,1
14085,26,0,1,1
17027,52,0,-1,-1
15861,32,0,-1,-1
17333,64,0,-1,-1
15655,94,4,-1,-1
4589,76,2,6,2
16797,46,0,-1,-1
4590,14,0,5,1
12184,5,0,4,2
12217,48,0,6,1
16552,35,0,-1,-1
4591,38,0,10,1
17545,51,0,-1,-1
4592,23,0,6,0
15481,104,0,-1,-1
17947,65,0,-1,-1
15829,132,0,-1,-1
4593,21,0,6,1
18521,17,1,-1,-1
17111,39,0,-1,-1
4594,52,2,4,1
4595,90,0,8,1
18403,18,1,-1,-1
13971,13,0,4,1
18032,25,0,-1,-1
13966,78,0,6,1
4596,62,0,1,0
4597,98,0,6,1
18125,19,0,-1,-1
17414,14,1,-1,-1
14069,38,0,5,1
13345,58,0,11,0
16754,47,0,-1,-1
4598,35,0,13,2
15372,39,0,-1,-1
16920,71,0,-1,-1
16732,54,0,-1,-1
4599,27,1,10,4
16719,24,0,-1,-1
17591,43,0,-1,-1
4600,30,10,20,8
17962,7,1,-1,-1
4601,34,1,3,1
4602,64,0,8,0
17673,20,0,-1,-1
14276,43,0,10,5
4603,40,2,6,4
18068,14,0,-1,-1
15743,14,0,-1,-1
4604,58,4,10,1
17041,21,0,-1,-1
4605,86,0,16,1
17624,27,0,-1,-1
17595,44,0,-1,-1
16202,16,0,-1,-1
16455,51,0,-1,-1
4606,64,0,8,1
4607,84,1,-1,-1
16680,38,0,-1,-1
17721,14,1,-1,-1
18374,45,0,-1,-1
4608,15,0,4,0
17727,36,0,-1,-1
4609,56,1,8,1
4610,34,0,10,1
4611,50,1,10,1
4612,36,0,7,3
4613,37,0,6,1
4614,10,1,4,0
4615,20,0,4,2
16760,90,1,-1,-1
4616,38,0,5,1
12364,22,2,14,4
17178,23,0,-1,-1
18348,33,0,-1,-1
4617,22,7,4,1
16250,32,0,-1,-1
4618,40,0,10,1
16155,73,0,-1,-1
15429,52,0,-1,-1
13879,145,0,10,1
12417,40,0,6,2
4619,24,0,5,1
11393,96,1,7,0
4620,21,3,4,4
16262,7,0,-1,-1
14011,38,1,-1,-1
4621,41,0,14,4
4622,30,0,4,1
16578,38,0,-1,-1
4623,30,1,4,0
4624,54,6,10,2
18075,16,0,-1,-1
18087,30,0,-1,-1
14024,20,0,6,1
14037,62,0,1,1
13907,54,0,2,0
17052,26,0,-1,-1
17815,6,0,-1,-1
4625,28,2,1,1
11760,11,0,1,0
16999,36,0,-1,-1
18170,22,0,-1,-1
15569,39,1,-1,-1
17367,40,0,-1,-1
15756,27,0,-1,-1
11658,17,0,8,1
17497,40,0,-1,-1
4626,5,0,1,1
16964,4,2,-1,-1
4627,158,0,6,0
4628,32,0,5,2
16909,38,0,-1,-1
18043,8,0,-1,-1
14318,64,0,5,3
18510,27,0,-1,-1
4629,26,0,9,1
11825,34,0,2,1
4630,38,1,14,1
4631,10,0,3,1
13005,38,0,11,1
17219,45,0,-1,-1
4632,24,0,4,1
4633,34,0,8,2
4634,34,0,10,0
16371,40,0,-1,-1
17040,39,0,-1,-1
16282,25,0,-1,-1
12036,38,0,2,0
16954,45,0,-1,-1
4635,44,0,20,1
4636,62,0,8,2
4637,46,0,5,1
18369,16,0,-1,-1
14526,85,0,-1,-1
4639,138,0,6,4
4640,12,0,2,1
14552,22,0,-1,-1
4641,9,0,9,1
16940,25,0,-1,-1
15692,19,0,-1,-1
13206,50,0,9,1
4642,24,0,6,5
4643,32,0,8,2
11435,68,0,9,0
15471,58,0,-1,-1
18380,3,0,-1,-1
17444,35,0,-1,-1
14217,47,0,8,1
15778,82,0,-1,-1
19016,74,1,19,14
17000,16,0,-1,-1
15383,67,0,-1,-1
17708,33,0,-1,-1
17900,28,0,-1,-1
15583,91,0,-1,-1
4644,26,4,6,1
17021,43,0,-1,-1
4645,48,0,8,0
14324,33,0,6,1
16625,31,0,-1,-1
16231,52,1,-1,-1
17772,24,0,-1,-1
16761,27,0,-1,-1
15437,60,1,-1,-1
17763,32,0,-1,-1
17298,42,1,-1,-1
16439,45,0,-1,-1
16568,8,0,-1,-1
4646,40,0,9,1
17853,9,0,-1,-1
13391,44,1,8,0
12427,68,0,6,1
16667,20,1,-1,-1
4647,38,2,8,4
17742,26,0,-1,-1
17128,24,0,-1,-1
15367,38,0,-1,-1
15594,53,0,-1,-1
13363,40,0,9,1
16977,34,0,-1,-1
15482,22,2,-1,-1
18021,32,0,-1,-1
4648,20,1,2,2
4649,58,0,16,8
17881,33,0,-1,-1
14590,38,2,-1,-1
16841,28,0,-1,-1
15726,37,0,-1,-1
15769,23,0,-1,-1
14369,36,0,-1,-1
11344,56,0,14,1
16236,48,0,-1,-1
11868,24,0,2,1
15255,27,0,-1,-1
16966,60,0,-1,-1
12374,58,0,8,0
14601,45,0,-1,-1
16380,26,0,-1,-1
17259,26,0,-1,-1
4650,82,2,3,1
4651,17,1,8,1
4652,52,0,-1,-1
17356,35,0,-1,-1
17846,14,0,-1,-1
15814,23,0,-1,-1
4653,22,2,4,6
17096,7,0,-1,-1
18031,43,0,-1,-1
17315,53,0,-1,-1
4654,48,0,5,1
4655,109,1,2,0
4656,76,0,6,0
13921,96,0,7,0
15566,52,0,-1,-1
16865,26,0,-1,-1
16589,4,0,-1,-1
13352,45,0,7,2
4657,34,0,5,3
13999,10,0,5,1
16705,44,0,-1,-1
16575,17,1,-1,-1
4658,6,2,36,0
14597,44,0,-1,-1
18013,18,0,-1,-1
4659,42,0,6,0
4660,35,0,4,1
13387,63,0,7,0
4661,17,0,4,2
16619,12,0,-1,-1
17406,75,0,-1,-1
13254,32,1,14,1
4662,28,0,6,2
18481,18,0,-1,-1
16808,25,1,-1,-1
13343,96,0,4,1
4663,12,1,3,2
4664,58,0,11,1
4665,45,0,1,1
16748,24,0,-1,-1
11939,65,0,8,1
16431,18,0,-1,-1
14201,53,0,9,1
14298,10,0,4,1
14481,30,0,-1,-1
16679,40,0,-1,-1
4666,18,0,4,1
16235,17,0,-1,-1
4667,32,0,8,4
18171,6,0,-1,-1
4668,46,0,6,0
18359,21,0,-1,-1
17611,39,0,-1,-1
4669,66,1,17,4
4670,14,1,4,1
4671,17,0,3,1
4672,34,1,10,0
17693,38,0,-1,-1
16785,15,0,-1,-1
4673,18,0,6,2
16529,34,0,-1,-1
4674,26,0,8,2
4675,44,0,8,1
4676,56,0,4,1
4677,40,1,6,1
15796,43,0,-1,-1
16553,20,0,-1,-1
15537,56,1,-1,-1
13415,19,0,6,1
12426,85,0,14,1
16487,34,0,-1,-1
14078,16,0,2,1
14361,48,0,6,4
4678,40,0,8,0
4679,28,0,3,1
16079,81,0,-1,-1
16357,14,0,-1,-1
4680,40,2,17,3
16836,56,0,-1,-1
14603,16,0,-1,-1
18135,42,0,-1,-1
4681,116,0,2,0
16242,18,0,-1,-1
4682,52,0,4,1
18364,62,0,-1,-1
15319,38,0,-1,-1
4683,14,0,8,2
16720,70,0,-1,-1
4684,22,0,12,2
4685,46,1,8,2
17511,56,2,-1,-1
16809,19,1,-1,-1
13250,35,0,9,1
4686,10,0,4,1
4687,42,0,18,2
4688,28,0,8,2
16687,45,1,-1,-1
4689,40,0,8,2
4690,42,1,8,1
18378,63,0,-1,-1
14086,86,0,3,0
16716,39,0,-1,-1
18409,33,0,-1,-1
13967,206,1,13,1
16582,23,0,-1,-1
15727,46,0,-1,-1
16485,18,0,-1,-1
4691,54,0,16,0
17499,43,0,-1,-1
17009,41,1,-1,-1
14386,85,0,-1,-1
13934,64,0,7,1
4692,32,3,8,0
4693,24,0,6,1
4694,80,0,8,1
18450,42,0,-1,-1
19018,71,0,23,6
14510,120,0,-1,-1
13291,48,0,12,1
13372,39,0,10,1
4695,42,0,4,0
4696,40,0,6,1
17225,21,1,-1,-1
17294,54,1,-1,-1
16126,38,0,-1,-1
4697,22,0,4,1
17730,15,0,-1,-1
13935,39,0,3,1
11893,72,0,20,2
12237,56,0,8,2
4698,46,0,8,0
16987,60,0,-1,-1
16775,89,0,-1,-1
13924,23,0,6,1
16181,97,0,-1,-1
16715,27,0,-1,-1
13881,81,2,10,1
16801,57,0,-1,-1
17814,8,2,-1,-1
17179,15,0,-1,-1
17922,11,2,-1,-1
16916,54,0,-1,-1
4699,12,1,4,0
12425,90,0,4,0
17121,35,0,-1,-1
13416,4,0,1,0
4700,34,0,6,1
14089,100,0,13,1
4701,62,2,8,1
14207,35,0,10,1
17933,32,0,-1,-1
4703,44,0,4,1
4704,26,0,6,1
17968,21,0,-1,-1
4705,11,4,4,1
4706,18,0,6,0
4707,52,6,6,2
14044,38,0,13,1
12212,32,0,6,1
14260,53,0,12,1
13151,56,0,4,1
14612,27,0,-1,-1
4708,24,2,10,7
4709,21,0,9,1
19025,59,0,10,1
4711,84,0,16,4
15410,39,0,-1,-1
4712,28,2,10,1
4713,49,2,6,1
4714,24,2,1,1
17757,20,0,-1,-1
12005,70,0,8,1
17103,25,0,-1,-1
17628,28,0,-1,-1
14216,49,0,10,1
4715,62,0,4,0
17379,62,2,-1,-1
4716,38,0,3,0
4717,14,4,4,7
18528,35,1,-1,-1
16900,23,0,-1,-1
4718,82,0,4,0
16786,26,0,-1,-1
17821,18,0,-1,-1
4719,50,0,6,0
17847,11,0,-1,-1
17756,26,0,-1,-1
4720,20,0,6,1
4721,34,2,10,1
15828,94,0,-1,-1
16317,16,0,-1,-1
15711,13,0,-1,-1
13337,40,0,6,1
17816,32,0,-1,-1
13146,67,0,12,1
16606,32,0,-1,-1
16899,14,0,-1,-1
15513,85,0,-1,-1
14586,14,0,-1,-1
18422,51,0,-1,-1
4722,60,0,-1,-1
17047,6,0,-1,-1
14262,72,1,8,6
4723,18,0,8,1
18067,16,0,-1,-1
13160,40,0,8,1
17794,72,0,-1,-1
12180,65,0,8,2
4724,28,0,4,1
12384,82,2,16,0
14569,22,1,-1,-1
12361,16,0,6,1
4725,24,2,6,1
17400,68,0,-1,-1
12179,59,1,8,1
4726,50,2,7,1
17980,27,0,-1,-1
4727,42,0,10,2
14215,44,1,10,1
4728,94,1,6,1
4729,50,0,12,1
4730,50,0,2,0
17246,54,0,-1,-1
4731,32,0,4,1
16486,17,0,-1,-1
4732,67,11,1,1
4733,22,0,4,1
4734,90,0,5,1
14199,25,0,8,1
17203,16,2,-1,-1
4735,34,0,6,2
17880,34,0,-1,-1
4736,112,2,8,2
4737,25,0,3,1
4738,48,0,4,0
4739,32,0,6,1
16036,18,0,-1,-1
18012,22,0,-1,-1
4740,12,0,3,1
4741,31,0,6,0
4742,26,0,5,1
14353,34,0,-1,-1
16593,58,0,-1,-1
11614,36,0,11,0
14244,14,0,6,1
16078,50,0,-1,-1
17087,60,0,-1,-1
17454,38,0,-1,-1
4743,34,0,4,0
18077,27,0,-1,-1
16437,50,0,-1,-1
16570,29,0,-1,-1
16924,28,1,-1,-1
16944,16,0,-1,-1
17767,48,0,-1,-1
4744,32,0,3,1
13923,43,0,5,1
16901,54,0,-1,-1
17452,37,1,-1,-1
16898,33,0,-1,-1
13273,57,0,7,0
16576,42,0,-1,-1
11772,42,4,6,2
4745,26,1,9,1
18516,17,11,-1,-1
4746,19,0,8,1
16594,32,0,-1,-1
13980,27,1,6,2
4747,54,0,6,0
17731,16,0,-1,-1
4748,38,0,16,1
4749,32,0,12,1
4750,45,1,9,3
4751,36,0,10,2
4752,75,0,11,5
15621,84,0,-1,-1
4753,28,0,7,1
17442,36,0,-1,-1
16081,24,0,-1,-1
16590,8,0,-1,-1
4755,22,0,2,1
14072,14,0,4,1
4756,27,0,16,1
18362,20,0,-1,-1
15421,87,0,-1,-1
17775,52,0,-1,-1
18363,30,2,-1,-1
11873,132,0,9,1
14576,58,0,-1,-1
4757,86,0,12,4
17393,52,0,-1,-1
18438,22,11,-1,-1
17822,21,0,-1,-1
4758,84,0,4,1
14077,143,1,12,1
4759,138,2,11,1
16546,18,2,-1,-1
15263,19,0,-1,-1
12009,30,0,6,2
4760,34,1,8,2
4761,20,0,-1,-1
14026,17,0,11,4
15449,56,0,-1,-1
17805,20,0,-1,-1
15697,26,0,-1,-1
15331,32,1,-1,-1
4762,8,1,2,2
17890,23,0,-1,-1
14385,45,1,-1,-1
16936,8,2,-1,-1
4763,37,0,5,1
4764,50,0,24,2
14354,8,0,5,0
17479,105,0,-1,-1
17218,42,0,-1,-1
18365,39,9,-1,-1
16123,79,0,-1,-1
4765,16,1,5,1
4766,68,1,10,0
12289,6,0,2,0
17548,31,0,-1,-1
15502,38,0,-1,-1
18393,32,0,-1,-1
13224,47,0,12,1
17558,39,0,-1,-1
16789,63,0,-1,-1
18001,10,0,-1,-1
16037,31,0,-1,-1
4768,44,0,14,1
17735,38,0,-1,-1
17523,51,0,-1,-1
14491,142,0,-1,-1
4769,60,1,10,0
13246,37,0,12,2
16759,35,1,-1,-1
15783,50,0,-1,-1
4770,30,0,6,9
4771,29,3,10,2
17374,36,0,-1,-1
13148,42,0,17,6
4772,42,0,8,1
18045,16,0,-1,-1
15568,43,0,-1,-1
19007,42,0,9,1
4773,92,0,13,1
11698,120,0,3,1
4774,16,0,3,8
16180,79,0,-1,-1
4775,24,0,8,0
4776,28,2,14,2
16421,62,0,-1,-1
17271,16,1,-1,-1
17183,17,1,-1,-1
14500,20,1,-1,-1
4778,38,2,5,1
4779,38,1,1,1
4780,58,0,11,1
16788,60,0,-1,-1
16930,20,1,-1,-1
4781,36,4,5,2
16866,47,0,-1,-1
11275,92,0,18,8
11596,19,1,4,1
13252,30,1,11,2
15248,110,2,-1,-1
16749,17,0,-1,-1
4782,40,2,3,1
4783,40,0,5,1
4784,54,0,6,2
14038,36,0,8,2
4785,33,1,4,1
4786,62,1,14,2
18008,4,0,-1,-1
15350,29,0,-1,-1
16934,24,0,-1,-1
17129,6,0,-1,-1
4787,34,0,8,2
11416,54,0,4,1
18095,12,0,-1,-1
4788,122,0,16,3
4789,6,0,7,1
17330,10,1,-1,-1
19026,35,0,9,1
11988,32,0,3,1
11554,38,0,4,0
13139,80,0,8,0
18529,16,1,-1,-1
4790,74,1,6,1
16309,36,1,-1,-1
17104,53,0,-1,-1
4791,60,0,8,2
16967,37,0,-1,-1
19020,35,0,9,2
18345,40,0,-1,-1
4792,26,0,2,2
17719,23,0,-1,-1
16847,51,0,-1,-1
4793,36,0,4,1
18394,31,0,-1,-1
15432,55,1,-1,-1
17510,20,0,-1,-1
4794,36,1,4,1
4795,42,4,-1,-1
4796,16,0,5,1
19031,0,0,11,0
17313,11,0,-1,-1
17857,10,0,-1,-1
16802,66,0,-1,-1
11581,116,0,3,1
14598,47,0,-1,-1
16737,63,0,-1,-1
18511,40,0,-1,-1
4797,48,0,8,0
4798,122,0,8,4
4799,10,2,8,1
17718,14,0,-1,-1
18030,21,0,-1,-1
4800,46,0,8,1
17952,6,1,-1,-1
17464,32,0,-1,-1
4801,8,0,2,1
18076,17,0,-1,-1
11597,68,0,6,2
4802,46,2,6,2
4803,46,0,3,0
18502,34,0,-1,-1
14497,48,0,-1,-1
4804,54,0,8,0
16356,44,2,-1,-1
4805,6,1,4,1
15671,66,0,-1,-1
16750,30,0,-1,-1
4806,38,0,5,1
5586,52,2,6,1
5587,12,0,2,2
5588,13,0,2,2
5589,80,0,5,1
5590,82,0,13,1
5591,22,0,-1,-1
5592,34,0,12,8
5593,4,0,2,3
5594,11,1,4,2
5595,19,0,4,1
5596,12,0,32,2
5597,31,2,16,1
5598,5,1,1,1
5599,54,0,12,2
5600,39,0,4,1
5601,42,0,4,0
5602,24,0,2,0
5603,54,0,1,1
5604,29,0,5,1
5605,44,2,6,1
5606,6,2,2,2
5607,32,2,6,0
5608,4,0,2,2
5609,6,2,2,2
5610,5,0,6,2
5611,16,0,2,8
5612,68,0,34,0
5613,10,0,6,1
5614,2,2,4,2
5615,12,0,8,2
5616,74,0,12,1
5617,22,2,4,1
5618,6,0,3,1
5619,34,2,2,3
5620,46,0,4,3
5621,-1,-1,16,2
5622,36,2,9,2
5624,64,2,18,2
5625,14,4,2,0
5626,68,2,5,3
5627,14,2,4,0
5628,8,2,1,0
5629,-1,-1,4,0
5630,52,0,14,0
5631,16,4,8,4
5632,32,2,14,0
5633,14,0,7,4
5634,88,0,16,4
5635,36,0,2,2
5636,30,0,2,2
5637,4,0,0,2
5638,38,0,8,0
5639,132,0,20,0
5640,66,0,19,1
5641,112,2,23,5
5642,6,3,2,2
5643,48,4,6,2
5644,30,0,4,2
5645,14,0,4,1
5646,-1,-1,12,10
5647,80,0,10,1
5648,72,2,12,4
5649,26,0,7,1
5650,6,0,2,1
5651,23,0,5,1
5652,8,2,2,2
5653,38,0,4,1
5654,8,2,2,0
5655,52,1,14,1
5656,54,0,12,4
5657,16,0,2,1
5658,34,1,-1,-1
5659,40,0,6,1
5660,21,2,24,2
5661,12,2,8,2
5662,4,0,1,1
5663,32,6,2,1
5665,50,0,8,4
5666,12,4,4,4
5667,6,0,4,4
5668,30,2,38,2
5669,32,0,10,2
5670,50,1,6,1
5671,26,0,1,1
5672,126,0,16,2
5673,24,0,2,0
5674,8,0,3,2
5675,26,0,4,1
5676,41,0,2,1
5677,6,2,2,2
5678,90,0,21,1
5679,96,2,10,1
5680,78,0,10,1
5681,49,1,2,0
5682,9,0,2,2
5683,18,2,6,4
5684,18,0,2,0
5685,82,0,14,2
5686,36,0,12,2
5687,26,0,1,1
5688,4,0,4,2
5689,29,2,2,1
5691,20,0,2,0
5692,53,2,16,1
5693,23,0,6,1
5694,-1,-1,5,0
5696,40,0,6,0
5697,14,2,4,0
5698,46,0,2,2
5699,10,0,5,1
5700,48,0,8,0
5701,14,0,3,1
5702,95,0,3,1
5703,36,0,11,3
5704,26,0,6,15
5705,2,0,2,0
5706,24,4,1,1
5707,12,0,4,0
5708,70,1,43,1
5709,44,1,8,2
5710,78,2,2,1
5711,9,0,2,0
5712,80,1,17,1
5713,17,0,8,2
5714,8,0,4,2
5715,48,0,11,3
5716,12,0,1,3
5717,64,0,6,1
5718,12,0,2,2
5719,-1,-1,2,0
5720,20,2,8,1
5721,18,0,2,2
5722,100,0,34,4
5723,110,0,18,2
5724,10,0,0,0
5725,30,0,2,2
5726,14,0,18,1
5727,6,2,2,2
5728,70,0,6,1
5729,24,0,1,1
5730,62,0,14,1
5731,8,0,2,2
5732,25,1,6,0
5733,56,2,14,2
5734,102,0,16,2
5735,94,0,14,4
5736,24,2,10,2
5737,18,0,8,2
5738,48,0,8,1
5739,56,2,8,4
5740,12,2,1,1
5741,34,0,8,0
5742,9,0,2,1
5743,10,0,3,0
5744,24,0,2,2
5745,4,2,6,4
5746,50,0,11,3
5747,28,0,8,1
5748,0,0,0,0
5749,23,0,6,2
5750,6,0,2,2
5751,20,0,6,2
5752,12,0,2,1
5753,26,2,1,1
5754,12,2,10,0
5755,90,0,22,4
5756,96,0,32,2
5757,24,0,4,0
5758,44,0,8,2
5759,97,0,32,1
5760,50,0,2,0
5761,14,0,2,2
5762,6,0,6,0
5763,26,0,2,2
5764,36,0,15,2
5765,6,2,5,1
5766,42,0,10,2
5767,-1,-1,14,1
5768,8,0,6,2
5769,8,2,2,2
5770,34,0,10,1
5771,14,0,12,1
5772,-1,-1,9,2
5773,60,2,12,2
5774,46,2,16,6
5775,38,0,-1,-1
5776,14,0,6,2
5777,50,0,7,2
5778,72,0,15,2
5779,152,2,31,1
5780,10,2,2,0
5781,1,0,1,1
5782,6,0,2,0
5783,70,0,2,2
5784,22,0,2,1
5785,5,0,8,0
5786,20,2,2,2
5787,22,0,1,2
5788,64,2,8,1
5789,12,2,2,2
5790,24,0,3,0
5791,28,0,8,0
5792,30,2,2,1
5793,12,4,4,2
5794,4,0,1,6
5795,0,0,6,2
5796,-1,-1,2,0
5797,8,3,2,2
5798,88,0,12,2
5799,-1,-1,8,1
5800,4,1,3,2
5801,82,13,4,4
5802,24,0,6,0
5803,21,0,5,1
5804,30,0,4,0
5805,88,0,16,3
5806,20,0,1,1
5807,40,0,8,2
5808,10,2,7,4
5809,-1,-1,6,2
5810,34,4,3,1
5811,22,0,4,3
5812,8,0,5,1
5813,78,1,18,0
5814,106,0,10,2
5815,-1,-1,2,2
5816,35,0,8,2
5817,22,0,6,2
5818,36,0,10,0
5819,6,0,1,1
5820,78,0,34,6
5821,13,2,10,1
5822,44,0,16,0
5823,42,0,2,1
5824,28,2,2,2
5825,22,0,6,2
5826,12,0,3,1
5827,22,0,0,0
5828,30,0,24,8
6043,38,0,6,10
6044,16,2,8,4
6045,2,0,2,2
6046,10,0,4,2
6047,8,0,4,2
6048,32,1,12,4
6049,8,2,22,0
6050,4,1,4,6
6051,8,0,2,2
6052,9,0,2,2
6053,8,1,2,0
6054,6,0,1,2
6055,10,2,1,6
6056,4,0,1,1
6057,14,0,2,11
6058,2,2,2,2
6059,18,0,2,6
6060,14,0,6,6
6061,16,10,16,2
6062,28,2,2,8
6063,34,2,8,16
6064,10,2,3,3
6065,32,2,6,2
6066,32,0,2,1
6067,18,0,1,1
6068,9,1,2,1
6069,7,1,4,2
6070,10,2,4,2
6071,2,0,-1,-1
6072,8,0,2,0
6073,12,1,8,4
6074,10,1,2,0
6075,16,0,8,2
6076,11,0,4,2
6077,14,2,4,2
6078,18,0,3,0
6079,5,0,4,2
6080,11,1,2,2
6081,48,6,6,20
6082,10,0,4,6
6083,30,2,9,2
6084,18,2,4,4
6085,24,2,2,6
6086,20,0,4,8
6087,14,4,10,8
6088,27,4,4,6
6089,25,0,6,0
6090,16,2,2,2
6091,20,0,6,2
6092,10,0,2,1
6093,4,2,5,16
6094,20,4,12,2
6095,6,0,4,4
6096,35,2,4,0
6097,56,1,10,2
6098,12,0,6,14
6099,34,2,11,7
6100,18,0,10,4
6101,26,2,8,2
6102,10,0,6,2
6103,44,4,12,4
6104,36,6,6,8
6105,25,1,7,1
6106,8,1,4,4
6107,20,1,6,1
6108,22,0,4,2
6109,14,0,2,2
6110,14,0,2,2
6111,18,1,4,12
6113,32,2,3,16
6114,22,0,6,1
6115,23,1,4,4
6116,42,4,8,4
6117,14,4,8,10
6118,14,0,4,26
6119,8,0,4,2
6120,14,4,4,2
6121,22,2,11,9
6122,2,2,2,4
6123,22,2,9,8
6124,14,2,1,2
6125,43,0,8,4
6126,20,5,6,2
6127,25,4,4,8
6128,18,0,8,12
6129,22,8,4,4
6130,5,0,2,1
6131,28,0,4,0
6132,22,4,8,12
6133,6,1,5,1
6134,2,0,7,5
6135,10,0,10,8
6136,28,2,8,2
6137,12,2,2,6
6138,15,1,6,4
6139,15,0,6,1
6140,12,1,4,6
6141,0,0,2,2
6142,15,0,10,2
6143,15,2,8,8
6144,22,1,2,2
6145,2,0,2,6
6146,30,2,5,1
6147,6,1,2,2
6148,10,0,6,1
6149,7,0,4,0
6150,18,0,4,4
6151,16,0,8,2
6152,8,0,0,0
6153,6,1,6,2
6154,36,0,6,2
6155,26,1,6,1
6156,4,1,1,3
6157,20,0,10,2
6158,27,-1,5,4
6159,24,2,8,1
6160,16,4,11,10
6161,18,0,2,1
6204,1,0,2,2
6205,0,0,0,2
6206,2,0,2,0
6207,16,2,10,6
6208,8,0,1,1
6209,6,0,2,0
6212,4,2,0,0
6213,12,2,2,2
6214,0,0,2,0
6215,22,4,3,2
6216,6,3,4,0
6217,2,0,2,0
6218,-1,-1,2,2
6219,14,0,2,2
6220,0,4,2,0
6221,11,1,4,0
6222,2,2,2,2
6224,2,1,2,2
6225,6,0,2,2
6226,1,0,1,1
6227,17,8,6,2
6228,-1,-1,2,0
6229,0,0,2,0
6230,14,2,2,2
6231,4,0,2,2
6233,2,0,2,0
6234,4,0,2,0
6235,0,0,1,1
6236,4,0,2,0
6237,30,0,2,0
6238,-1,-1,2,0
6239,4,0,1,1
6240,2,0,2,0
6241,0,0,1,0
6242,14,0,2,2
6243,2,0,1,0
6244,-1,-1,1,1
6245,3,10,2,0
6246,-1,-1,1,1
6247,0,0,2,0
6248,11,1,2,2
6249,8,0,2,2
6322,10,0,-1,-1
6323,16,1,-1,-1
6324,22,0,-1,-1
6325,-1,-1,6,0
6326,43,1,-1,-1
6327,47,0,-1,-1
6328,10,0,-1,-1
6331,-1,-1,2,2
6332,8,0,-1,-1
6333,-1,-1,4,0
6334,-1,-1,6,2
6335,-1,-1,2,0
6336,-1,-1,1,0
6337,-1,-1,6,2
6338,30,0,-1,-1
6339,-1,-1,10,1
6340,-1,-1,6,0
6341,-1,-1,2,2
6343,-1,-1,4,0
6344,-1,-1,4,2
6345,-1,-1,2,0
6347,-1,-1,5,1
6348,26,8,-1,-1
6349,218,0,-1,-1
6351,-1,-1,2,1
6352,-1,-1,4,1
6353,-1,-1,6,1
6355,14,0,-1,-1
6356,14,0,-1,-1
6357,12,0,-1,-1
6465,16,0,-1,-1
6466,18,0,-1,-1
6467,36,0,-1,-1
6468,16,0,-1,-1
6469,28,0,-1,-1
6470,-1,-1,2,2
6471,-1,-1,7,1
6472,-1,-1,6,2
6473,22,0,-1,-1
6474,96,-1,4,2
6475,18,0,6,2
6477,118,0,-1,-1
6478,-1,-1,4,0
6479,24,0,-1,-1
6480,-1,-1,9,0
6481,-1,-1,4,2
6482,-1,-1,4,0
6483,18,0,-1,-1
6485,-1,-1,6,1
6486,-1,-1,2,0
6487,-1,-1,4,0
6489,12,0,-1,-1
6491,-1,-1,2,0
6531,34,2,1,0
6532,32,0,2,1
6533,34,0,4,2
6534,18,0,2,1
6535,22,0,3,1
6536,34,0,4,2
6537,20,0,4,1
6538,22,0,3,0
6539,15,0,3,1
6540,32,0,5,1
6541,18,0,8,1
6542,16,0,3,0
6543,25,1,6,1
6544,8,0,3,1
6545,4,0,2,0
6546,10,2,4,0
6547,16,0,7,1
6548,18,0,8,2
6549,16,2,8,2
6550,20,0,2,2
6667,24,0,-1,-1
6669,-1,-1,6,0
6670,-1,-1,4,1
6671,24,0,-1,-1
6672,-1,-1,2,2
6673,22,0,-1,-1
6674,35,0,-1,-1
6675,-1,-1,2,0
6676,54,0,-1,-1
6678,-1,-1,4,0
6679,10,0,-1,-1
6680,16,0,-1,-1
6683,-1,-1,1,1
6684,4,0,-1,-1
6685,-1,-1,2,2
6686,-1,-1,10,2
6687,14,0,-1,-1
6688,-1,-1,2,2
6689,-1,-1,6,0
6690,26,0,-1,-1
6691,-1,-1,0,2
6692,8,0,-1,-1
6693,6,0,-1,-1
6694,-1,-1,3,1
6695,-1,-1,8,2
6696,-1,-1,8,0
